dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,random_unit_updated_r2_mean,random_unit_updated_r2_std,random_unit_updated_r2_se,random_unit_delta_r2_mean,random_unit_delta_r2_se,similarity_updated_r2_mean,similarity_updated_r2_std,similarity_updated_r2_se,similarity_delta_r2_mean,similarity_delta_r2_se,poprisk_nlcd_0.5_updated_r2_mean,poprisk_nlcd_0.5_updated_r2_std,poprisk_nlcd_0.5_updated_r2_se,poprisk_nlcd_0.5_delta_r2_mean,poprisk_nlcd_0.5_delta_r2_se,poprisk_nlcd_1.0_updated_r2_mean,poprisk_nlcd_1.0_updated_r2_std,poprisk_nlcd_1.0_updated_r2_se,poprisk_nlcd_1.0_delta_r2_mean,poprisk_nlcd_1.0_delta_r2_se,greedycost_updated_r2_mean,greedycost_updated_r2_std,greedycost_updated_r2_se,greedycost_delta_r2_mean,greedycost_delta_r2_se
USAVARS_TC,5_fixedstrata_10ppc_100_size,cluster_based_c1_10_c2_11,100,100,1.0,0.49,0.13,0.043287545167942545,0.58,0.12,0.041135502914149476,0.08,0.030875266800466684,0.64,0.11,0.03660193209836515,0.15,0.06033011077949936,0.65,0.03,0.008904608045525895,0.16,0.03717888424002707,0.73,0.03,0.009532214969366886,0.23,0.03981298280711958,0.73,0.04,0.012297841273979752,0.23,0.042006698407648174,0.63,0.07,0.02260967836028534,0.14,0.035710082765391504
USAVARS_TC,5_fixedstrata_10ppc_100_size,cluster_based_c1_10_c2_11,500,100,1.0,0.49,0.13,0.043287545167942545,0.71,0.05,0.016984543627140004,0.21,0.04256666614460976,0.75,0.04,0.012191354404750209,0.26,0.045145399667198764,0.72,0.02,0.007326882769030168,0.23,0.042047438288992905,0.8,0.01,0.004077275778970289,0.3,0.04144082595165732,0.8,0.01,0.004254233185898485,0.31,0.045225638746180255,0.75,0.03,0.008472242914364533,0.26,0.04047353593536288
USAVARS_TC,5_fixedstrata_10ppc_100_size,cluster_based_c1_10_c2_11,1000,100,1.0,0.49,0.13,0.043287545167942545,0.74,0.05,0.015615933814181235,0.25,0.04489781929868954,0.82,0.01,0.003907919309982404,0.33,0.04240247057791693,0.77,0.02,0.006309700644422219,0.27,0.041937874157960006,0.83,0.01,0.0019817052140910217,0.34,0.04396186845185014,0.83,0.01,0.002288038946832465,0.34,0.04349067077482761,0.79,0.01,0.003679547073576675,0.29,0.04207082243075359
