dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,random_unit_updated_r2_mean,random_unit_updated_r2_std,random_unit_updated_r2_se,random_unit_delta_r2_mean,random_unit_delta_r2_se,similarity_updated_r2_mean,similarity_updated_r2_std,similarity_updated_r2_se,similarity_delta_r2_mean,similarity_delta_r2_se,poprisk_nlcd_0.5_updated_r2_mean,poprisk_nlcd_0.5_updated_r2_std,poprisk_nlcd_0.5_updated_r2_se,poprisk_nlcd_0.5_delta_r2_mean,poprisk_nlcd_0.5_delta_r2_se,poprisk_nlcd_1.0_updated_r2_mean,poprisk_nlcd_1.0_updated_r2_std,poprisk_nlcd_1.0_updated_r2_se,poprisk_nlcd_1.0_delta_r2_mean,poprisk_nlcd_1.0_delta_r2_se,greedycost_updated_r2_mean,greedycost_updated_r2_std,greedycost_updated_r2_se,greedycost_delta_r2_mean,greedycost_delta_r2_se
USAVARS_TC,5_fixedstrata_10ppc_100_size,cluster_based_c1_10_c2_30,100,100,20.0,0.49,0.13,0.043287545167942545,0.54,0.1,0.033341350535866954,0.04,0.031718297558349505,0.63,0.08,0.026119676703801505,0.13,0.04109421816590098,0.65,0.03,0.008904608045525895,0.16,0.03717888424002707,0.66,0.1,0.033751068460453545,0.16,0.03514720930916454,0.68,0.1,0.03440966288704381,0.18,0.03497927005146524,0.63,0.07,0.02260967836028534,0.14,0.035710082765391504
USAVARS_TC,5_fixedstrata_10ppc_100_size,cluster_based_c1_10_c2_30,500,100,20.0,0.49,0.13,0.043287545167942545,0.64,0.11,0.036405363615819024,0.14,0.03307157154482448,0.71,0.05,0.017733534146732666,0.21,0.049386165854192185,0.72,0.02,0.007326882769030168,0.23,0.042047438288992905,0.79,0.01,0.003056324953636675,0.3,0.04273262141892694,0.79,0.01,0.0031872332132361334,0.3,0.0418789658155234,0.75,0.03,0.008472242914364533,0.26,0.04047353593536288
USAVARS_TC,5_fixedstrata_10ppc_100_size,cluster_based_c1_10_c2_30,1000,100,20.0,0.49,0.13,0.043287545167942545,0.71,0.03,0.010530092328391256,0.22,0.040193538590729286,0.73,0.06,0.021076053815751287,0.23,0.048244057895477886,0.77,0.02,0.006309700644422219,0.27,0.041937874157960006,0.82,0.01,0.0017442763542512446,0.32,0.042686229369408794,0.82,0.01,0.0033902621989719025,0.32,0.043031232068502685,0.79,0.01,0.003679547073576675,0.29,0.04207082243075359
