dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se
TOGO_PH_H2O,2_strata_desired_25ppc_2500_size,cluster_based_c1_25_c2_35,100,2500,10.0,0.16,0.06,0.019384604429518,0.15,0.05,0.017568153321026972,-0.0,0.009072523231040953
