dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,random_unit_updated_r2_mean,random_unit_updated_r2_std,random_unit_updated_r2_se,random_unit_delta_r2_mean,random_unit_delta_r2_se,similarity_updated_r2_mean,similarity_updated_r2_std,similarity_updated_r2_se,similarity_delta_r2_mean,similarity_delta_r2_se,poprisk_nlcd_0.5_updated_r2_mean,poprisk_nlcd_0.5_updated_r2_std,poprisk_nlcd_0.5_updated_r2_se,poprisk_nlcd_0.5_delta_r2_mean,poprisk_nlcd_0.5_delta_r2_se,poprisk_nlcd_1.0_updated_r2_mean,poprisk_nlcd_1.0_updated_r2_std,poprisk_nlcd_1.0_updated_r2_se,poprisk_nlcd_1.0_delta_r2_mean,poprisk_nlcd_1.0_delta_r2_se,greedycost_updated_r2_mean,greedycost_updated_r2_std,greedycost_updated_r2_se,greedycost_delta_r2_mean,greedycost_delta_r2_se
USAVARS_TC,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_30,100,200,20.0,0.63,0.07,0.022150240530422135,0.64,0.07,0.022114626632867018,0.01,0.01586178496330796,0.67,0.07,0.02466259628578377,0.04,0.026073197178541632,0.69,0.03,0.010865924821303628,0.06,0.015294560035080007,0.72,0.06,0.019973927728138222,0.09,0.016385949604598576,0.72,0.06,0.019726120303349626,0.09,0.0204755680968536,0.69,0.05,0.01765965143735541,0.06,0.023831935623351192
USAVARS_TC,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_30,500,200,20.0,0.63,0.07,0.022150240530422135,0.68,0.1,0.03169578818847843,0.05,0.02372703591545588,0.74,0.06,0.021186192830866677,0.1,0.03571015432929718,0.75,0.03,0.009725739617690325,0.12,0.01973090891638464,0.79,0.01,0.0035347245688706454,0.16,0.021708408253229637,0.8,0.01,0.003898206140151019,0.17,0.02108944996911963,0.76,0.01,0.0032393826572357865,0.13,0.02106724155333741
USAVARS_TC,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_30,1000,200,20.0,0.63,0.07,0.022150240530422135,0.71,0.06,0.02030388277043471,0.08,0.017255884986481184,0.78,0.02,0.006436000310752008,0.15,0.02256864220796437,0.77,0.02,0.007322170291503592,0.14,0.021634287600935692,0.82,0.01,0.0034313651316446427,0.19,0.020450129040614336,0.82,0.01,0.003285863661200809,0.18,0.021819519548636566,0.79,0.01,0.003603109767964335,0.16,0.022768090731450353
