dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,random_unit_updated_r2_mean,random_unit_updated_r2_std,random_unit_updated_r2_se,random_unit_delta_r2_mean,random_unit_delta_r2_se,similarity_updated_r2_mean,similarity_updated_r2_std,similarity_updated_r2_se,similarity_delta_r2_mean,similarity_delta_r2_se,poprisk_nlcd_0.5_updated_r2_mean,poprisk_nlcd_0.5_updated_r2_std,poprisk_nlcd_0.5_updated_r2_se,poprisk_nlcd_0.5_delta_r2_mean,poprisk_nlcd_0.5_delta_r2_se,greedycost_updated_r2_mean,greedycost_updated_r2_std,greedycost_updated_r2_se,greedycost_delta_r2_mean,greedycost_delta_r2_se
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_30,100,200,20.0,0.31,0.11,0.03812313150248226,0.29,0.11,0.03620858952728696,-0.02,0.01790222704954144,0.34,0.1,0.034279871645033905,0.04,0.029356478747364176,0.36,0.08,0.025571826728300464,0.05,0.031742359535625084,0.38,0.08,0.02646855996586642,0.07,0.02428709396641214,0.38,0.09,0.029821413819975443,0.07,0.025347410343289724
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_30,500,200,20.0,0.31,0.11,0.03812313150248226,0.35,0.08,0.02657860564020953,0.04,0.019245654343542366,0.43,0.05,0.016427473262123352,0.13,0.026309842898302016,0.43,0.04,0.013886010546189605,0.12,0.03173565887837283,0.42,0.04,0.012918971407284027,0.12,0.03423200581651945,0.46,0.04,0.011864393040616206,0.15,0.037872663844343804
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_30,1000,200,20.0,0.31,0.11,0.03812313150248226,0.42,0.07,0.0229827522285735,0.11,0.03372319495210645,0.47,0.06,0.018758080036791254,0.16,0.04109466429274405,0.46,0.03,0.009972054842296938,0.15,0.036053531341911874,0.49,0.03,0.009688215063215263,0.18,0.04002641572206478,0.49,0.03,0.0102998861913885,0.18,0.03821968152085461
