dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,random_unit_updated_r2_mean,random_unit_updated_r2_std,random_unit_updated_r2_se,random_unit_delta_r2_mean,random_unit_delta_r2_se,similarity_updated_r2_mean,similarity_updated_r2_std,similarity_updated_r2_se,similarity_delta_r2_mean,similarity_delta_r2_se,poprisk_nlcd_0.5_updated_r2_mean,poprisk_nlcd_0.5_updated_r2_std,poprisk_nlcd_0.5_updated_r2_se,poprisk_nlcd_0.5_delta_r2_mean,poprisk_nlcd_0.5_delta_r2_se,greedycost_updated_r2_mean,greedycost_updated_r2_std,greedycost_updated_r2_se,greedycost_delta_r2_mean,greedycost_delta_r2_se
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_25,100,200,15.0,0.31,0.11,0.03812313150248226,0.34,0.09,0.029922666250779783,0.03,0.02190323060900174,0.35,0.11,0.03530800727565601,0.04,0.029094928920499,0.36,0.08,0.025571826728300464,0.05,0.031742359535625084,0.4,0.09,0.030995276521861626,0.09,0.030227829157178247,0.38,0.09,0.029821413819975443,0.07,0.025347410343289724
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_25,500,200,15.0,0.31,0.11,0.03812313150248226,0.36,0.08,0.0256560852647303,0.05,0.017867058453415817,0.45,0.03,0.011649111077197644,0.14,0.031680865062543834,0.43,0.04,0.013886010546189605,0.12,0.03173565887837283,0.48,0.03,0.008915444776092527,0.18,0.038290227938150935,0.46,0.04,0.011864393040616206,0.15,0.037872663844343804
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_25,1000,200,15.0,0.31,0.11,0.03812313150248226,0.43,0.06,0.01945628404626353,0.12,0.03419898065407472,0.49,0.03,0.011166985567585675,0.18,0.033597728263149634,0.46,0.03,0.009972054842296938,0.15,0.036053531341911874,0.52,0.02,0.006892946475282624,0.22,0.03342372410928102,0.49,0.03,0.0102998861913885,0.18,0.03821968152085461
