dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,random_unit_updated_r2_mean,random_unit_updated_r2_std,random_unit_updated_r2_se,random_unit_delta_r2_mean,random_unit_delta_r2_se,similarity_updated_r2_mean,similarity_updated_r2_std,similarity_updated_r2_se,similarity_delta_r2_mean,similarity_delta_r2_se,poprisk_nlcd_0.5_updated_r2_mean,poprisk_nlcd_0.5_updated_r2_std,poprisk_nlcd_0.5_updated_r2_se,poprisk_nlcd_0.5_delta_r2_mean,poprisk_nlcd_0.5_delta_r2_se,poprisk_nlcd_1.0_updated_r2_mean,poprisk_nlcd_1.0_updated_r2_std,poprisk_nlcd_1.0_updated_r2_se,poprisk_nlcd_1.0_delta_r2_mean,poprisk_nlcd_1.0_delta_r2_se,greedycost_updated_r2_mean,greedycost_updated_r2_std,greedycost_updated_r2_se,greedycost_delta_r2_mean,greedycost_delta_r2_se
USAVARS_TC,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_35,100,200,25.0,0.63,0.07,0.022150240530422135,0.65,0.07,0.022989163872476005,0.02,0.015248337249972183,0.67,0.07,0.024269024839631823,0.04,0.025487975596347388,0.69,0.03,0.010865924821303628,0.06,0.015294560035080007,0.73,0.07,0.023731752990455626,0.1,0.020200253298741904,0.72,0.07,0.022044918789699462,0.09,0.019789190090664262,0.69,0.05,0.01765965143735541,0.06,0.023831935623351192
USAVARS_TC,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_35,500,200,25.0,0.63,0.07,0.022150240530422135,0.68,0.06,0.020980535953328,0.05,0.016854575376173412,0.72,0.06,0.02161727729798037,0.09,0.03681873632329665,0.75,0.03,0.009725739617690325,0.12,0.01973090891638464,0.79,0.01,0.0045055225372128945,0.16,0.020863342653243903,0.79,0.01,0.004312025819341378,0.16,0.02217601832811492,0.76,0.01,0.0032393826572357865,0.13,0.02106724155333741
USAVARS_TC,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_35,1000,200,25.0,0.63,0.07,0.022150240530422135,0.69,0.11,0.0350179642786702,0.06,0.028300564580155566,0.76,0.06,0.02087226655423678,0.13,0.035934923279605194,0.77,0.02,0.007322170291503592,0.14,0.021634287600935692,0.82,0.01,0.0024907852398613397,0.19,0.0219233231969973,0.82,0.01,0.0030834342325833162,0.18,0.022988637048188244,0.79,0.01,0.003603109767964335,0.16,0.022768090731450353
