dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,random_updated_r2_mean,random_updated_r2_std,random_delta_r2_mean,random_delta_r2_se,random_unit_updated_r2_mean,random_unit_updated_r2_std,random_unit_delta_r2_mean,random_unit_delta_r2_se,similarity_updated_r2_mean,similarity_updated_r2_std,similarity_delta_r2_mean,similarity_delta_r2_se,poprisk_nlcd_0.5_updated_r2_mean,poprisk_nlcd_0.5_updated_r2_std,poprisk_nlcd_0.5_delta_r2_mean,poprisk_nlcd_0.5_delta_r2_se,poprisk_nlcd_1.0_updated_r2_mean,poprisk_nlcd_1.0_updated_r2_std,poprisk_nlcd_1.0_delta_r2_mean,poprisk_nlcd_1.0_delta_r2_se,greedycost_updated_r2_mean,greedycost_updated_r2_std,greedycost_delta_r2_mean,greedycost_delta_r2_se
USAVARS_TC,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_15,100,200,5.0,0.63,0.07,0.64,0.1,0.01,0.026452398336970842,0.72,0.04,0.09,0.02430603400164018,0.69,0.03,0.06,0.015294560035080007,0.75,0.03,0.11,0.0157245883182288,0.74,0.04,0.11,0.022527927359415705,0.69,0.05,0.06,0.023831935623351192
USAVARS_TC,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_15,500,200,5.0,0.63,0.07,0.69,0.11,0.06,0.028928880033627296,0.78,0.02,0.15,0.02382566216871585,0.75,0.03,0.12,0.01973090891638464,0.8,0.01,0.16,0.021240257636018556,0.8,0.02,0.17,0.022928788551610055,0.76,0.01,0.13,0.02106724155333741
USAVARS_TC,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_15,1000,200,5.0,0.63,0.07,0.75,0.05,0.12,0.021479394777320887,0.81,0.01,0.18,0.02060078450501879,0.77,0.02,0.14,0.021634287600935692,0.83,0.01,0.2,0.021964619277374236,0.82,0.0,0.19,0.022647384200192106,0.79,0.01,0.16,0.022768090731450353
