dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,random_updated_r2_mean,random_updated_r2_std,random_delta_r2_mean,random_delta_r2_se,random_unit_updated_r2_mean,random_unit_updated_r2_std,random_unit_delta_r2_mean,random_unit_delta_r2_se,similarity_updated_r2_mean,similarity_updated_r2_std,similarity_delta_r2_mean,similarity_delta_r2_se,poprisk_nlcd_0.5_updated_r2_mean,poprisk_nlcd_0.5_updated_r2_std,poprisk_nlcd_0.5_delta_r2_mean,poprisk_nlcd_0.5_delta_r2_se,greedycost_updated_r2_mean,greedycost_updated_r2_std,greedycost_delta_r2_mean,greedycost_delta_r2_se
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_15,100,200,5.0,0.31,0.11,0.33,0.08,0.02,0.020537330779718078,0.41,0.06,0.1,0.03160243731810007,0.36,0.08,0.05,0.031742359535625084,0.41,0.06,0.11,0.02895495428726796,0.38,0.09,0.07,0.025347410343289724
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_15,500,200,5.0,0.31,0.11,0.42,0.07,0.11,0.03313413295480457,0.47,0.05,0.16,0.03916696113364482,0.43,0.04,0.12,0.03173565887837283,0.51,0.03,0.21,0.03688114619211887,0.46,0.04,0.15,0.037872663844343804
USAVARS_POP,5_fixedstrata_10ppc_200_size,cluster_based_c1_10_c2_15,1000,200,5.0,0.31,0.11,0.45,0.04,0.15,0.03672376826464783,0.52,0.03,0.22,0.034850675109035625,0.46,0.03,0.15,0.036053531341911874,0.54,0.03,0.23,0.04162237646053168,0.49,0.03,0.18,0.03821968152085461
