dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,random_updated_r2_mean,random_updated_r2_std,random_updated_r2_se,random_delta_r2_mean,random_delta_r2_se,random_unit_updated_r2_mean,random_unit_updated_r2_std,random_unit_updated_r2_se,random_unit_delta_r2_mean,random_unit_delta_r2_se,similarity_updated_r2_mean,similarity_updated_r2_std,similarity_updated_r2_se,similarity_delta_r2_mean,similarity_delta_r2_se,poprisk_nlcd_0.5_updated_r2_mean,poprisk_nlcd_0.5_updated_r2_std,poprisk_nlcd_0.5_updated_r2_se,poprisk_nlcd_0.5_delta_r2_mean,poprisk_nlcd_0.5_delta_r2_se,poprisk_nlcd_1.0_updated_r2_mean,poprisk_nlcd_1.0_updated_r2_std,poprisk_nlcd_1.0_updated_r2_se,poprisk_nlcd_1.0_delta_r2_mean,poprisk_nlcd_1.0_delta_r2_se,greedycost_updated_r2_mean,greedycost_updated_r2_std,greedycost_updated_r2_se,greedycost_delta_r2_mean,greedycost_delta_r2_se
USAVARS_TC,5_fixedstrata_10ppc_100_size,cluster_based_c1_10_c2_35,100,100,25.0,0.49,0.13,0.043287545167942545,0.55,0.1,0.032694202680121874,0.05,0.026632177905683944,0.6,0.1,0.03178867373417421,0.1,0.029160883426642307,0.65,0.03,0.008904608045525895,0.16,0.03717888424002707,0.66,0.11,0.035513168136778656,0.17,0.03657295919725999,0.7,0.05,0.017242513351210333,0.21,0.039300921815595566,0.63,0.07,0.02260967836028534,0.14,0.035710082765391504
USAVARS_TC,5_fixedstrata_10ppc_100_size,cluster_based_c1_10_c2_35,500,100,25.0,0.49,0.13,0.043287545167942545,0.61,0.12,0.0405187934447982,0.11,0.017921696658271816,0.71,0.05,0.018300279293557847,0.22,0.04949813924673217,0.72,0.02,0.007326882769030168,0.23,0.042047438288992905,0.77,0.01,0.004728147393829615,0.28,0.04101500010158884,0.79,0.01,0.003903652136141229,0.29,0.042235234895365105,0.75,0.03,0.008472242914364533,0.26,0.04047353593536288
USAVARS_TC,5_fixedstrata_10ppc_100_size,cluster_based_c1_10_c2_35,1000,100,25.0,0.49,0.13,0.043287545167942545,0.7,0.04,0.01421244368697922,0.21,0.04274200133098329,0.73,0.05,0.015778258247770356,0.23,0.04380604676678018,0.77,0.02,0.006309700644422219,0.27,0.041937874157960006,0.81,0.01,0.00377349822961253,0.32,0.04326929486111112,0.82,0.01,0.0021664128056407945,0.32,0.04288142617860455,0.79,0.01,0.003679547073576675,0.29,0.04207082243075359
