label,Test R2
elevation;cost1000,[0.444935915366077]
elevation;cost1492,[0.47307700694662635]
elevation;cost1493,[0.4569045934974314]
elevation;cost1494,[0.49822760892688533]
elevation;cost1500,"[0.5100300725738325, 0.5061216618441089]"
elevation;cost1991,[0.5236617087774331]
elevation;cost1993,"[0.5132075822616706, 0.516506142390411]"
elevation;cost1996,"[0.5134441969258703, 0.5224578604986152]"
elevation;cost2493,[0.5149929334259]
elevation;cost2497,"[0.5188083631165349, 0.5277668019130013, 0.5315134253643028]"
elevation;cost2499,[0.5310024123670076]
elevation;cost2995,[0.5249229007904401]
elevation;cost2996,[0.5385349741240499]
elevation;cost2998,[0.5392250775647844]
elevation;cost3000,"[0.5430959396943364, 0.5574609531253136]"
elevation;cost3492,[0.5611533521937437]
elevation;cost3493,[0.5556372746496733]
elevation;cost3496,[0.5757126350748467]
elevation;cost3497,[0.5574973905262615]
elevation;cost3500,[0.54440715154208]
elevation;cost3993,[0.5867344845659592]
elevation;cost3994,[0.5793677514243822]
elevation;cost3998,[0.5616440999672785]
elevation;cost4000,"[0.5859363959646074, 0.5912158137682866]"
elevation;cost4491,[0.605523081008754]
elevation;cost4494,[0.5931655905016561]
elevation;cost4497,"[0.5896095414370447, 0.5859019970453474]"
elevation;cost4500,[0.5982029624595055]
elevation;cost496,"[0.29739925540741885, 0.3820039314430552, 0.2975828842127295, 0.32163397230419877]"
elevation;cost498,[0.3148413244631454]
elevation;cost4992,[0.6025176664824726]
elevation;cost4993,"[0.6065732749268185, 0.5914925342172215]"
elevation;cost4994,[0.6055003567837944]
elevation;cost4997,[0.6022441478931301]
elevation;cost993,[0.43253053732374946]
elevation;cost995,[0.42481567591890423]
elevation;cost997,[0.3316532522122607]
elevation;cost999,[0.4566577266901335]
population;cost1494,[0.5203010258585955]
population;cost1495,[0.49056975664539726]
population;cost1498,[0.5024640113153508]
population;cost1499,[0.5216329986878528]
population;cost1500,[0.5016662736790775]
population;cost1993,"[0.5248014084157429, 0.5259278457850274]"
population;cost1995,"[0.5440598054322174, 0.5398834230697526]"
population;cost2000,[0.5483335119812949]
population;cost2492,[0.5441399121458335]
population;cost2493,[0.555414961862212]
population;cost2494,[0.5283934372975487]
population;cost2498,[0.5656589829722578]
population;cost2500,[0.5441524348715172]
population;cost2991,[0.5503652580374958]
population;cost2993,[0.5578377195306119]
population;cost2995,[0.5360472726997635]
population;cost2998,[0.5745010973495728]
population;cost3000,[0.5403953937666248]
population;cost3491,[0.5552271017195343]
population;cost3494,[0.5714510017660951]
population;cost3498,[0.5390561424215056]
population;cost3500,"[0.5601179105916393, 0.5837538996562749]"
population;cost3991,[0.5458345826362402]
population;cost3992,[0.5738733044143542]
population;cost3993,[0.5798348206487531]
population;cost3999,[0.5920073562463355]
population;cost4000,[0.5788707085643043]
population;cost4491,[0.5951007833089518]
population;cost4494,"[0.5864829483531215, 0.6017454871746364, 0.5713224153289789]"
population;cost4495,[0.5873690270835705]
population;cost495,[0.18468334150291144]
population;cost496,[0.46109997138965075]
population;cost4991,[0.6050301519971295]
population;cost4994,[0.5843396693610796]
population;cost4996,[0.601333977181915]
population;cost500,"[0.38809633913034314, 0.44529642055187635, 0.3956595698528168]"
population;cost5000,"[0.587754773047954, 0.5763886375899987]"
population;cost991,[0.4899428911317404]
population;cost994,[0.49279040659585016]
population;cost998,"[0.5073310266680218, 0.47451644606757615]"
population;cost999,[0.489687698681025]
treecover;cost1000,[0.7830914919826009]
treecover;cost1492,[0.7734481989554467]
treecover;cost1493,[0.8025498600905772]
treecover;cost1494,[0.7882027294825316]
treecover;cost1500,"[0.7938021890308242, 0.7964398629470617]"
treecover;cost1991,[0.8120432752874112]
treecover;cost1993,"[0.8053745181952325, 0.8099436324683492]"
treecover;cost1996,"[0.8158970172275267, 0.8040611000571201]"
treecover;cost2493,[0.8228480676373882]
treecover;cost2497,"[0.8201293573969756, 0.8151304303058506, 0.8225751989761194]"
treecover;cost2499,[0.8150589525765339]
treecover;cost2995,[0.8265435221537433]
treecover;cost2996,[0.8326544700820676]
treecover;cost2998,[0.8212333778684373]
treecover;cost3000,"[0.8276322049785811, 0.8287967102409659]"
treecover;cost3492,[0.8295547158292728]
treecover;cost3493,[0.833384329812543]
treecover;cost3496,[0.8372849748722915]
treecover;cost3497,[0.823097469707041]
treecover;cost3500,[0.8406873829620023]
treecover;cost3993,[0.8443779806008108]
treecover;cost3994,[0.8365926554613408]
treecover;cost3998,[0.8430489880931892]
treecover;cost4000,"[0.8355483901570334, 0.8294193325053036]"
treecover;cost4491,[0.8425615377036372]
treecover;cost4494,[0.8455472291091888]
treecover;cost4497,"[0.8350911263935475, 0.8525530634605321]"
treecover;cost4500,[0.8379161671514707]
treecover;cost496,"[0.7069360455319402, 0.6761120535042462, 0.7307205033547737, 0.6793447865153268]"
treecover;cost498,[0.6527314549275209]
treecover;cost4992,[0.8518700728220284]
treecover;cost4993,"[0.844945852303945, 0.8381469952457791]"
treecover;cost4994,[0.8452810412406113]
treecover;cost4997,[0.857188884760282]
treecover;cost993,[0.7687933707951229]
treecover;cost995,[0.7224882828355508]
treecover;cost997,[0.7084082945303519]
treecover;cost999,[0.7859961280901677]
