label,Test R2
elevation;cost1000,"[0.34006794941914764, 0.33079626142509955, 0.43622450015032466, 0.4340338098803411, 0.37920347999372295]"
elevation;cost1496,"[0.4271375570406708, 0.440900731033249, 0.4816953060610297, 0.4486958285568394, 0.4405665284344634]"
elevation;cost1991,"[0.4626722887577537, 0.45547859659515355, 0.4837071626202749, 0.46734734949404777, 0.5120485412208235]"
elevation;cost2497,"[0.4926166646536918, 0.462403609842415, 0.49010050124219773, 0.49077990469099997, 0.5255348278022344]"
elevation;cost2992,"[0.5071360883124367, 0.47352503452152395, 0.5078435856229586, 0.5089152831383676, 0.5484996682189387]"
elevation;cost3498,"[0.5402910114832393, 0.49718383239309194, 0.559073704141387, 0.5218557198194793, 0.5641752029821342]"
elevation;cost3993,"[0.5571466270175085, 0.5402128154987493, 0.5765348047578555, 0.5354465868481633, 0.5897815818731581]"
elevation;cost4499,"[0.5528906527875849, 0.5523055556054184, 0.5803911213838395, 0.5696228012812494, 0.588370368317547]"
elevation;cost495,"[0.3275535165425807, 0.24192010967903899, 0.02503355885823577, 0.3548557459760666, 0.3469027147123088]"
elevation;cost4994,"[0.567326993523573, 0.5596592905964262, 0.5873493387791427, 0.5905807335949076, 0.6005755639176376]"
population;cost1000,"[0.32476551141491616, 0.32017213529649835, 0.37370898257040674, 0.28812453588379816, 0.3342693489044172]"
population;cost1496,"[0.34687191210489887, 0.3978057143767133, 0.4042484023612263, 0.4261655119143468, 0.35047949343435114]"
population;cost1991,"[0.3455668165585092, 0.37992254194071506, 0.4192187434137765, 0.42256805710819245, 0.380131570551409]"
population;cost2497,"[0.3594266767172317, 0.37916937531829253, 0.4574066983015478, 0.4277575403187144, 0.3286643906975828]"
population;cost2992,"[0.3482212234766907, 0.33696022539517534, 0.43455754029945703, 0.44601845987184086, 0.3990817363024364]"
population;cost3498,"[0.3753736460265725, 0.36133852551058854, 0.44100199116007965, 0.45905856380647614, 0.4200997470123957]"
population;cost3993,"[0.3913994928796154, 0.3697073766614095, 0.44719526218408745, 0.46301735734613636, 0.42064457191883187]"
population;cost4499,"[0.4067575987798616, 0.3871494651750016, 0.4510514907044525, 0.46756013907906435, 0.43360067901324073]"
population;cost495,"[0.2363364131556126, 0.16787962733172035, 0.3252915692706405, 0.11014485555713416, 0.31972081568645716]"
population;cost4994,"[0.4385865595241595, 0.4214492205410755, 0.4643935310045688, 0.47677719227193094, 0.44306943570715895]"
treecover;cost1000,"[0.7904115640710585, 0.7548093200497457, 0.776149400857132, 0.7717036480656291, 0.7835568509006785]"
treecover;cost1496,"[0.799993436727201, 0.7885343368256837, 0.7929159335621189, 0.7890643223049094, 0.7958365172657351]"
treecover;cost1991,"[0.8177138807037292, 0.806678379920172, 0.8036820508275145, 0.8172195517250285, 0.8060859133758413]"
treecover;cost2497,"[0.8293596545190837, 0.8100736904129889, 0.8183150501782517, 0.8256588766167497, 0.8195089274536438]"
treecover;cost2992,"[0.8318058666173167, 0.8227105672376195, 0.8280202616407581, 0.8328482140855853, 0.8239751110750522]"
treecover;cost3498,"[0.8370972101566659, 0.8324313628156722, 0.8323893647359224, 0.8333842972792246, 0.8274390386664439]"
treecover;cost3993,"[0.8425944121980344, 0.8332830752177447, 0.8380164890002223, 0.8415176149601893, 0.8367830598687851]"
treecover;cost4499,"[0.8483016394242738, 0.8417223827579239, 0.8441655070856032, 0.8460643787785331, 0.839726768137295]"
treecover;cost495,"[0.7115048633359184, 0.7116845516174046, 0.6230390539566406, 0.7300515002854756, 0.7726855037338908]"
treecover;cost4994,"[0.8484548199524375, 0.8417469850694228, 0.8485635001235177, 0.8476001551478378, 0.8411736812395129]"
