label,Test R2
elevation;cost1000,[0.4442180894898232]
elevation;cost1484,[0.4889924425801613]
elevation;cost1495,[0.4855915456679729]
elevation;cost1503,[0.48583844498595385]
elevation;cost1504,"[0.4875401548938175, 0.4896665681514708]"
elevation;cost1988,[0.5343397295790941]
elevation;cost1997,"[0.5351470461787013, 0.5351470461787013]"
elevation;cost1998,[0.536108658424644]
elevation;cost2000,[0.5353735222403824]
elevation;cost2492,[0.5481116721272192]
elevation;cost2502,[0.5466932525344093]
elevation;cost2504,[0.5477764776689426]
elevation;cost2505,[0.5402510311794861]
elevation;cost2513,[0.5483483804905396]
elevation;cost2997,[0.5516085893361437]
elevation;cost2998,[0.5494328166135374]
elevation;cost3007,[0.5506772706092167]
elevation;cost3008,"[0.5506596955104086, 0.5506596955104086]"
elevation;cost3492,"[0.5630994710083537, 0.5652814487062814]"
elevation;cost3493,[0.5635010631166819]
elevation;cost3503,"[0.5634309490186045, 0.5652021568520098]"
elevation;cost3987,[0.58039752305052]
elevation;cost3988,[0.5823529461095475]
elevation;cost3996,[0.5805045804207827]
elevation;cost3998,[0.5822533152143308]
elevation;cost4017,[0.5840160607534717]
elevation;cost4501,[0.5944234078228094]
elevation;cost4502,"[0.5932895886385358, 0.5938047672520704, 0.5938234975184012]"
elevation;cost4512,[0.5914492859759952]
elevation;cost493,[0.39113302050197096]
elevation;cost495,"[0.39056309889227747, 0.38646666141872754]"
elevation;cost4997,[0.6023610810413345]
elevation;cost5007,"[0.5973318236081078, 0.5985136971923002]"
elevation;cost5008,[0.6000461036948415]
elevation;cost5017,[0.6008729168567295]
elevation;cost505,[0.39008979047408865]
elevation;cost506,[0.37319689936296807]
elevation;cost989,[0.423151126868446]
elevation;cost999,"[0.44823393420303825, 0.45285632901116957, 0.4537175093706468]"
population;cost1005,[0.5328065486159652]
population;cost1006,[0.5316254363699846]
population;cost1013,[0.5339643504966916]
population;cost1486,[0.5520051088299619]
population;cost1495,[0.5518492939207422]
population;cost1496,[0.5503687358716902]
population;cost1497,[0.549313028580542]
population;cost1506,[0.5518220658073825]
population;cost1987,[0.5636565107485219]
population;cost1998,"[0.5659322035746276, 0.5659322035746276]"
population;cost2008,"[0.56630935768319, 0.5663129065919412]"
population;cost2499,[0.5706035551453212]
population;cost2500,[0.5762447046465153]
population;cost2502,[0.5713567964153794]
population;cost2511,[0.5705137401412333]
population;cost2512,[0.5740116902049468]
population;cost2993,"[0.5819180897999394, 0.5843604952753445]"
population;cost3001,[0.5870716687086038]
population;cost3004,"[0.5859049795015525, 0.5856076288987]"
population;cost3486,[0.590498447991979]
population;cost3495,[0.589126481617787]
population;cost3505,"[0.592256107961888, 0.5921525644367758]"
population;cost3506,[0.590499385594945]
population;cost3995,[0.5974437585353138]
population;cost3997,"[0.5953939624745931, 0.5954113966679078]"
population;cost4006,[0.597410414243097]
population;cost4016,[0.5994176420643811]
population;cost4500,[0.6152201933087]
population;cost4509,"[0.6097798722743746, 0.6097798722743746]"
population;cost4510,"[0.6163221940892074, 0.6168540282099171]"
population;cost492,[0.4232149154268747]
population;cost494,[0.42256647242883605]
population;cost4984,[0.6179798629348918]
population;cost5003,"[0.6195824351880952, 0.6194524670915358]"
population;cost501,[0.4248753721942893]
population;cost5012,"[0.6192434445912267, 0.6178696149367149]"
population;cost502,"[0.42200288149686604, 0.42591362742198524]"
population;cost983,[0.5292602954287595]
population;cost995,[0.532505239128024]
treecover;cost1000,[0.74492563452463]
treecover;cost1484,[0.7982156866124683]
treecover;cost1495,[0.7964711302229375]
treecover;cost1503,[0.7994521435880718]
treecover;cost1504,"[0.7948283369347398, 0.7965407897508358]"
treecover;cost1988,[0.8226982799614919]
treecover;cost1997,"[0.8236002898816935, 0.8236002898816935]"
treecover;cost1998,[0.826562378155971]
treecover;cost2000,[0.8226448536394204]
treecover;cost2492,[0.8370977285204776]
treecover;cost2502,[0.8359316274003253]
treecover;cost2504,[0.8382278715122338]
treecover;cost2505,[0.8278628835817812]
treecover;cost2513,[0.8277805984620088]
treecover;cost2997,[0.8391407582989625]
treecover;cost2998,[0.8393017463948518]
treecover;cost3007,[0.8380918104875916]
treecover;cost3008,"[0.8391537156949653, 0.8391537156949653]"
treecover;cost3492,"[0.8485115935762549, 0.8484253356142457]"
treecover;cost3493,[0.848069643983894]
treecover;cost3503,"[0.8495151183180545, 0.8480429561517844]"
treecover;cost3987,[0.8523748005900814]
treecover;cost3988,[0.8513168634274595]
treecover;cost3996,[0.8506697801933063]
treecover;cost3998,[0.8504561481059599]
treecover;cost4017,[0.8504717643866655]
treecover;cost4501,[0.8551260593588683]
treecover;cost4502,"[0.8538896919712698, 0.8539707835670516, 0.8539943060560546]"
treecover;cost4512,[0.8544041382872664]
treecover;cost493,[0.6738006983432927]
treecover;cost495,"[0.6736518825123715, 0.6747230452261703]"
treecover;cost4997,[0.8590475153383205]
treecover;cost5007,"[0.8591073308798188, 0.8592057236727435]"
treecover;cost5008,[0.8592061414633717]
treecover;cost5017,[0.8589101649900227]
treecover;cost505,[0.6736575830291694]
treecover;cost506,[0.6784848188840116]
treecover;cost989,[0.7360411957116965]
treecover;cost999,"[0.7400911646577063, 0.7364241823454858, 0.7496202862620197]"
