filename,sample_size,seed,r2
random_sample_600_points_seed_1.pkl,600,1,0.57099827491818
random_sample_600_points_seed_1213.pkl,600,1213,0.5725135612636526
random_sample_600_points_seed_123.pkl,600,123,0.5884619194268559
random_sample_600_points_seed_1234.pkl,600,1234,0.5859264887616733
random_sample_600_points_seed_1415.pkl,600,1415,0.5820664826808855
random_sample_600_points_seed_42.pkl,600,42,0.5638578690771612
random_sample_600_points_seed_456.pkl,600,456,0.5814797698865223
random_sample_600_points_seed_5678.pkl,600,5678,0.57165824905219
random_sample_600_points_seed_789.pkl,600,789,0.5787330732472514
random_sample_600_points_seed_9101.pkl,600,9101,0.5739999989373397
