filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_25_points_per_cluster_300_size_seed_1.pkl,0.4138533472505209,state,county,25,300,1
IDs_state_strata_county_clusters_25_points_per_cluster_300_size_seed_1213.pkl,0.3831838661571095,state,county,25,300,1213
IDs_state_strata_county_clusters_25_points_per_cluster_300_size_seed_123.pkl,0.3805483821267648,state,county,25,300,123
IDs_state_strata_county_clusters_25_points_per_cluster_300_size_seed_1234.pkl,0.1847545579524876,state,county,25,300,1234
IDs_state_strata_county_clusters_25_points_per_cluster_300_size_seed_1415.pkl,0.3985980652465846,state,county,25,300,1415
IDs_state_strata_county_clusters_25_points_per_cluster_300_size_seed_42.pkl,0.3910714050284153,state,county,25,300,42
IDs_state_strata_county_clusters_25_points_per_cluster_300_size_seed_456.pkl,0.3248678821283585,state,county,25,300,456
IDs_state_strata_county_clusters_25_points_per_cluster_300_size_seed_5678.pkl,0.2803530592343097,state,county,25,300,5678
IDs_state_strata_county_clusters_25_points_per_cluster_300_size_seed_789.pkl,0.3134312988989585,state,county,25,300,789
IDs_state_strata_county_clusters_25_points_per_cluster_300_size_seed_9101.pkl,0.305837865924454,state,county,25,300,9101
