filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_10_points_per_cluster_400_size_seed_1.pkl,0.3665443082473019,state,county,10,400,1
IDs_state_strata_county_clusters_10_points_per_cluster_400_size_seed_1213.pkl,0.5033932903038532,state,county,10,400,1213
IDs_state_strata_county_clusters_10_points_per_cluster_400_size_seed_123.pkl,0.5340118907786829,state,county,10,400,123
IDs_state_strata_county_clusters_10_points_per_cluster_400_size_seed_1234.pkl,0.5267645913976224,state,county,10,400,1234
IDs_state_strata_county_clusters_10_points_per_cluster_400_size_seed_1415.pkl,0.3773330520717637,state,county,10,400,1415
IDs_state_strata_county_clusters_10_points_per_cluster_400_size_seed_42.pkl,0.5059898428898952,state,county,10,400,42
IDs_state_strata_county_clusters_10_points_per_cluster_400_size_seed_456.pkl,0.483339677024879,state,county,10,400,456
IDs_state_strata_county_clusters_10_points_per_cluster_400_size_seed_5678.pkl,0.5290791072190406,state,county,10,400,5678
IDs_state_strata_county_clusters_10_points_per_cluster_400_size_seed_789.pkl,0.533839762650081,state,county,10,400,789
IDs_state_strata_county_clusters_10_points_per_cluster_400_size_seed_9101.pkl,0.5284504189939441,state,county,10,400,9101
