filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_5_points_per_cluster_200_size_seed_1.pkl,0.4746093728150741,state,county,5,200,1
IDs_state_strata_county_clusters_5_points_per_cluster_200_size_seed_1213.pkl,0.4126153915325884,state,county,5,200,1213
IDs_state_strata_county_clusters_5_points_per_cluster_200_size_seed_123.pkl,0.4980901155393024,state,county,5,200,123
IDs_state_strata_county_clusters_5_points_per_cluster_200_size_seed_1234.pkl,0.4870113527174732,state,county,5,200,1234
IDs_state_strata_county_clusters_5_points_per_cluster_200_size_seed_1415.pkl,0.365615863042745,state,county,5,200,1415
IDs_state_strata_county_clusters_5_points_per_cluster_200_size_seed_42.pkl,0.4239700096039296,state,county,5,200,42
IDs_state_strata_county_clusters_5_points_per_cluster_200_size_seed_456.pkl,0.0792360731474423,state,county,5,200,456
IDs_state_strata_county_clusters_5_points_per_cluster_200_size_seed_5678.pkl,0.4462458805422572,state,county,5,200,5678
IDs_state_strata_county_clusters_5_points_per_cluster_200_size_seed_789.pkl,0.4062404887301324,state,county,5,200,789
IDs_state_strata_county_clusters_5_points_per_cluster_200_size_seed_9101.pkl,0.4706501249933005,state,county,5,200,9101
