filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_25_points_per_cluster_500_size_seed_1.pkl,0.4708409450467505,state,county,25,500,1
IDs_state_strata_county_clusters_25_points_per_cluster_500_size_seed_1213.pkl,0.411724941884543,state,county,25,500,1213
IDs_state_strata_county_clusters_25_points_per_cluster_500_size_seed_123.pkl,0.4678913107541981,state,county,25,500,123
IDs_state_strata_county_clusters_25_points_per_cluster_500_size_seed_1234.pkl,0.4822063128309752,state,county,25,500,1234
IDs_state_strata_county_clusters_25_points_per_cluster_500_size_seed_1415.pkl,0.4771562161152662,state,county,25,500,1415
IDs_state_strata_county_clusters_25_points_per_cluster_500_size_seed_42.pkl,0.4841096641582041,state,county,25,500,42
IDs_state_strata_county_clusters_25_points_per_cluster_500_size_seed_456.pkl,0.4554000642421817,state,county,25,500,456
IDs_state_strata_county_clusters_25_points_per_cluster_500_size_seed_5678.pkl,0.5039034959181123,state,county,25,500,5678
IDs_state_strata_county_clusters_25_points_per_cluster_500_size_seed_789.pkl,0.4421437147904343,state,county,25,500,789
IDs_state_strata_county_clusters_25_points_per_cluster_500_size_seed_9101.pkl,0.4057805396212935,state,county,25,500,9101
