filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_10_points_per_cluster_1000_size_seed_1.pkl,0.5603007514080603,state,county,10,1000,1
IDs_state_strata_county_clusters_10_points_per_cluster_1000_size_seed_1213.pkl,0.5835690151514225,state,county,10,1000,1213
IDs_state_strata_county_clusters_10_points_per_cluster_1000_size_seed_123.pkl,0.5675489601764127,state,county,10,1000,123
IDs_state_strata_county_clusters_10_points_per_cluster_1000_size_seed_1234.pkl,0.5883566602638158,state,county,10,1000,1234
IDs_state_strata_county_clusters_10_points_per_cluster_1000_size_seed_1415.pkl,0.5946074325988225,state,county,10,1000,1415
IDs_state_strata_county_clusters_10_points_per_cluster_1000_size_seed_42.pkl,0.5858356548418446,state,county,10,1000,42
IDs_state_strata_county_clusters_10_points_per_cluster_1000_size_seed_456.pkl,0.5520945744497294,state,county,10,1000,456
IDs_state_strata_county_clusters_10_points_per_cluster_1000_size_seed_5678.pkl,0.5779216226499376,state,county,10,1000,5678
IDs_state_strata_county_clusters_10_points_per_cluster_1000_size_seed_789.pkl,0.5737368189026963,state,county,10,1000,789
IDs_state_strata_county_clusters_10_points_per_cluster_1000_size_seed_9101.pkl,0.584171481604578,state,county,10,1000,9101
