filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_2_points_per_cluster_100_size_seed_1.pkl,0.4165996824307331,state,county,2,100,1
IDs_state_strata_county_clusters_2_points_per_cluster_100_size_seed_1213.pkl,0.4082420954111087,state,county,2,100,1213
IDs_state_strata_county_clusters_2_points_per_cluster_100_size_seed_123.pkl,0.3761402160550626,state,county,2,100,123
IDs_state_strata_county_clusters_2_points_per_cluster_100_size_seed_1234.pkl,0.2829745586551371,state,county,2,100,1234
IDs_state_strata_county_clusters_2_points_per_cluster_100_size_seed_1415.pkl,0.4080998207429942,state,county,2,100,1415
IDs_state_strata_county_clusters_2_points_per_cluster_100_size_seed_42.pkl,0.4287032217690777,state,county,2,100,42
IDs_state_strata_county_clusters_2_points_per_cluster_100_size_seed_456.pkl,0.3145382182975571,state,county,2,100,456
IDs_state_strata_county_clusters_2_points_per_cluster_100_size_seed_5678.pkl,0.1624121480240205,state,county,2,100,5678
IDs_state_strata_county_clusters_2_points_per_cluster_100_size_seed_789.pkl,0.3739656862574875,state,county,2,100,789
IDs_state_strata_county_clusters_2_points_per_cluster_100_size_seed_9101.pkl,0.4279800373274197,state,county,2,100,9101
