filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_5_points_per_cluster_400_size_seed_1.pkl,0.512877462915962,state,county,5,400,1
IDs_state_strata_county_clusters_5_points_per_cluster_400_size_seed_1213.pkl,0.5125995070854259,state,county,5,400,1213
IDs_state_strata_county_clusters_5_points_per_cluster_400_size_seed_123.pkl,0.539044101842948,state,county,5,400,123
IDs_state_strata_county_clusters_5_points_per_cluster_400_size_seed_1234.pkl,0.520458059763253,state,county,5,400,1234
IDs_state_strata_county_clusters_5_points_per_cluster_400_size_seed_1415.pkl,0.5204849194747813,state,county,5,400,1415
IDs_state_strata_county_clusters_5_points_per_cluster_400_size_seed_42.pkl,0.5219166900363077,state,county,5,400,42
IDs_state_strata_county_clusters_5_points_per_cluster_400_size_seed_456.pkl,0.5151465325803104,state,county,5,400,456
IDs_state_strata_county_clusters_5_points_per_cluster_400_size_seed_5678.pkl,0.5342129993474481,state,county,5,400,5678
IDs_state_strata_county_clusters_5_points_per_cluster_400_size_seed_789.pkl,0.4420013214853133,state,county,5,400,789
IDs_state_strata_county_clusters_5_points_per_cluster_400_size_seed_9101.pkl,0.5592508911436904,state,county,5,400,9101
