filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_25_points_per_cluster_1000_size_seed_1.pkl,0.5427852894878343,state,county,25,1000,1
IDs_state_strata_county_clusters_25_points_per_cluster_1000_size_seed_1213.pkl,0.5567432022371896,state,county,25,1000,1213
IDs_state_strata_county_clusters_25_points_per_cluster_1000_size_seed_123.pkl,0.5084397683220299,state,county,25,1000,123
IDs_state_strata_county_clusters_25_points_per_cluster_1000_size_seed_1234.pkl,0.5359280277907019,state,county,25,1000,1234
IDs_state_strata_county_clusters_25_points_per_cluster_1000_size_seed_1415.pkl,0.4968119349037657,state,county,25,1000,1415
IDs_state_strata_county_clusters_25_points_per_cluster_1000_size_seed_42.pkl,0.5326658923820125,state,county,25,1000,42
IDs_state_strata_county_clusters_25_points_per_cluster_1000_size_seed_456.pkl,0.5524042704479442,state,county,25,1000,456
IDs_state_strata_county_clusters_25_points_per_cluster_1000_size_seed_5678.pkl,0.5875757943693488,state,county,25,1000,5678
IDs_state_strata_county_clusters_25_points_per_cluster_1000_size_seed_789.pkl,0.5746893109677811,state,county,25,1000,789
IDs_state_strata_county_clusters_25_points_per_cluster_1000_size_seed_9101.pkl,0.5407627030035297,state,county,25,1000,9101
