filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_25_points_per_cluster_700_size_seed_1.pkl,0.51617698509864,state,county,25,700,1
IDs_state_strata_county_clusters_25_points_per_cluster_700_size_seed_1213.pkl,0.5155406048178062,state,county,25,700,1213
IDs_state_strata_county_clusters_25_points_per_cluster_700_size_seed_123.pkl,0.4936726214229762,state,county,25,700,123
IDs_state_strata_county_clusters_25_points_per_cluster_700_size_seed_1234.pkl,0.5282069810748017,state,county,25,700,1234
IDs_state_strata_county_clusters_25_points_per_cluster_700_size_seed_1415.pkl,0.537776540730771,state,county,25,700,1415
IDs_state_strata_county_clusters_25_points_per_cluster_700_size_seed_42.pkl,0.498918301916144,state,county,25,700,42
IDs_state_strata_county_clusters_25_points_per_cluster_700_size_seed_456.pkl,0.5137583603839602,state,county,25,700,456
IDs_state_strata_county_clusters_25_points_per_cluster_700_size_seed_5678.pkl,0.5530628416856367,state,county,25,700,5678
IDs_state_strata_county_clusters_25_points_per_cluster_700_size_seed_789.pkl,0.5510585947876012,state,county,25,700,789
IDs_state_strata_county_clusters_25_points_per_cluster_700_size_seed_9101.pkl,0.4550175265149672,state,county,25,700,9101
