filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_25_points_per_cluster_800_size_seed_1.pkl,0.5266810104679355,state,county,25,800,1
IDs_state_strata_county_clusters_25_points_per_cluster_800_size_seed_1213.pkl,0.5287161596716381,state,county,25,800,1213
IDs_state_strata_county_clusters_25_points_per_cluster_800_size_seed_123.pkl,0.5019718546547207,state,county,25,800,123
IDs_state_strata_county_clusters_25_points_per_cluster_800_size_seed_1234.pkl,0.5349206639835389,state,county,25,800,1234
IDs_state_strata_county_clusters_25_points_per_cluster_800_size_seed_1415.pkl,0.5561911258781614,state,county,25,800,1415
IDs_state_strata_county_clusters_25_points_per_cluster_800_size_seed_42.pkl,0.5286949096080782,state,county,25,800,42
IDs_state_strata_county_clusters_25_points_per_cluster_800_size_seed_456.pkl,0.5138934743367125,state,county,25,800,456
IDs_state_strata_county_clusters_25_points_per_cluster_800_size_seed_5678.pkl,0.5416981417537667,state,county,25,800,5678
IDs_state_strata_county_clusters_25_points_per_cluster_800_size_seed_789.pkl,0.5572562108127619,state,county,25,800,789
IDs_state_strata_county_clusters_25_points_per_cluster_800_size_seed_9101.pkl,0.5085387822327259,state,county,25,800,9101
