filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_2_points_per_cluster_200_size_seed_1.pkl,0.2482778600035435,state,county,2,200,1
IDs_state_strata_county_clusters_2_points_per_cluster_200_size_seed_1213.pkl,0.5196642836341764,state,county,2,200,1213
IDs_state_strata_county_clusters_2_points_per_cluster_200_size_seed_123.pkl,0.4634080819998304,state,county,2,200,123
IDs_state_strata_county_clusters_2_points_per_cluster_200_size_seed_1234.pkl,0.4836304192157673,state,county,2,200,1234
IDs_state_strata_county_clusters_2_points_per_cluster_200_size_seed_1415.pkl,0.4895181775161658,state,county,2,200,1415
IDs_state_strata_county_clusters_2_points_per_cluster_200_size_seed_42.pkl,0.4943230117104745,state,county,2,200,42
IDs_state_strata_county_clusters_2_points_per_cluster_200_size_seed_456.pkl,0.4280718889171083,state,county,2,200,456
IDs_state_strata_county_clusters_2_points_per_cluster_200_size_seed_5678.pkl,0.4793231617177292,state,county,2,200,5678
IDs_state_strata_county_clusters_2_points_per_cluster_200_size_seed_789.pkl,0.5034344282294759,state,county,2,200,789
IDs_state_strata_county_clusters_2_points_per_cluster_200_size_seed_9101.pkl,0.5162832341052257,state,county,2,200,9101
