filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_10_points_per_cluster_800_size_seed_1.pkl,0.5377826131513116,state,county,10,800,1
IDs_state_strata_county_clusters_10_points_per_cluster_800_size_seed_1213.pkl,0.5646997675934811,state,county,10,800,1213
IDs_state_strata_county_clusters_10_points_per_cluster_800_size_seed_123.pkl,0.590470129446167,state,county,10,800,123
IDs_state_strata_county_clusters_10_points_per_cluster_800_size_seed_1234.pkl,0.5608869311649953,state,county,10,800,1234
IDs_state_strata_county_clusters_10_points_per_cluster_800_size_seed_1415.pkl,0.5744579096022984,state,county,10,800,1415
IDs_state_strata_county_clusters_10_points_per_cluster_800_size_seed_42.pkl,0.569060146303324,state,county,10,800,42
IDs_state_strata_county_clusters_10_points_per_cluster_800_size_seed_456.pkl,0.544891283141103,state,county,10,800,456
IDs_state_strata_county_clusters_10_points_per_cluster_800_size_seed_5678.pkl,0.5580348042740714,state,county,10,800,5678
IDs_state_strata_county_clusters_10_points_per_cluster_800_size_seed_789.pkl,0.558297488931897,state,county,10,800,789
IDs_state_strata_county_clusters_10_points_per_cluster_800_size_seed_9101.pkl,0.5888719460775227,state,county,10,800,9101
