filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_5_points_per_cluster_600_size_seed_1.pkl,0.5772079046414442,state,county,5,600,1
IDs_state_strata_county_clusters_5_points_per_cluster_600_size_seed_1213.pkl,0.5469062265399938,state,county,5,600,1213
IDs_state_strata_county_clusters_5_points_per_cluster_600_size_seed_123.pkl,0.5310744687836858,state,county,5,600,123
IDs_state_strata_county_clusters_5_points_per_cluster_600_size_seed_1234.pkl,0.559959984034516,state,county,5,600,1234
IDs_state_strata_county_clusters_5_points_per_cluster_600_size_seed_1415.pkl,0.5740150795903494,state,county,5,600,1415
IDs_state_strata_county_clusters_5_points_per_cluster_600_size_seed_42.pkl,0.5552623249305182,state,county,5,600,42
IDs_state_strata_county_clusters_5_points_per_cluster_600_size_seed_456.pkl,0.533257245104347,state,county,5,600,456
IDs_state_strata_county_clusters_5_points_per_cluster_600_size_seed_5678.pkl,0.5775426773866356,state,county,5,600,5678
IDs_state_strata_county_clusters_5_points_per_cluster_600_size_seed_789.pkl,0.5629552211414797,state,county,5,600,789
IDs_state_strata_county_clusters_5_points_per_cluster_600_size_seed_9101.pkl,0.5621082320665665,state,county,5,600,9101
