filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_10_points_per_cluster_700_size_seed_1.pkl,0.5309672122089124,state,county,10,700,1
IDs_state_strata_county_clusters_10_points_per_cluster_700_size_seed_1213.pkl,0.5635618262857381,state,county,10,700,1213
IDs_state_strata_county_clusters_10_points_per_cluster_700_size_seed_123.pkl,0.5856956361294888,state,county,10,700,123
IDs_state_strata_county_clusters_10_points_per_cluster_700_size_seed_1234.pkl,0.5498526484383777,state,county,10,700,1234
IDs_state_strata_county_clusters_10_points_per_cluster_700_size_seed_1415.pkl,0.5602680701202055,state,county,10,700,1415
IDs_state_strata_county_clusters_10_points_per_cluster_700_size_seed_42.pkl,0.5625538770192133,state,county,10,700,42
IDs_state_strata_county_clusters_10_points_per_cluster_700_size_seed_456.pkl,0.5343625644885461,state,county,10,700,456
IDs_state_strata_county_clusters_10_points_per_cluster_700_size_seed_5678.pkl,0.5537703319045358,state,county,10,700,5678
IDs_state_strata_county_clusters_10_points_per_cluster_700_size_seed_789.pkl,0.5552260522357533,state,county,10,700,789
IDs_state_strata_county_clusters_10_points_per_cluster_700_size_seed_9101.pkl,0.5735163507486551,state,county,10,700,9101
