filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_10_points_per_cluster_300_size_seed_1.pkl,0.4499737340033997,state,county,10,300,1
IDs_state_strata_county_clusters_10_points_per_cluster_300_size_seed_1213.pkl,0.4832587267574532,state,county,10,300,1213
IDs_state_strata_county_clusters_10_points_per_cluster_300_size_seed_123.pkl,0.4842241635825349,state,county,10,300,123
IDs_state_strata_county_clusters_10_points_per_cluster_300_size_seed_1234.pkl,0.4567354466819068,state,county,10,300,1234
IDs_state_strata_county_clusters_10_points_per_cluster_300_size_seed_1415.pkl,0.4697598384578552,state,county,10,300,1415
IDs_state_strata_county_clusters_10_points_per_cluster_300_size_seed_42.pkl,0.4677751734878458,state,county,10,300,42
IDs_state_strata_county_clusters_10_points_per_cluster_300_size_seed_456.pkl,0.4472395580648959,state,county,10,300,456
IDs_state_strata_county_clusters_10_points_per_cluster_300_size_seed_5678.pkl,0.5109490971989237,state,county,10,300,5678
IDs_state_strata_county_clusters_10_points_per_cluster_300_size_seed_789.pkl,0.4645264427683806,state,county,10,300,789
IDs_state_strata_county_clusters_10_points_per_cluster_300_size_seed_9101.pkl,0.4470319609948702,state,county,10,300,9101
