filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_2_points_per_cluster_500_size_seed_1.pkl,0.5231690813963263,state,county,2,500,1
IDs_state_strata_county_clusters_2_points_per_cluster_500_size_seed_1213.pkl,0.5546046619344634,state,county,2,500,1213
IDs_state_strata_county_clusters_2_points_per_cluster_500_size_seed_123.pkl,0.5440937483819832,state,county,2,500,123
IDs_state_strata_county_clusters_2_points_per_cluster_500_size_seed_1234.pkl,0.5648551000150326,state,county,2,500,1234
IDs_state_strata_county_clusters_2_points_per_cluster_500_size_seed_1415.pkl,0.5764400637573699,state,county,2,500,1415
IDs_state_strata_county_clusters_2_points_per_cluster_500_size_seed_42.pkl,0.5575446090519839,state,county,2,500,42
IDs_state_strata_county_clusters_2_points_per_cluster_500_size_seed_456.pkl,0.5522669090423227,state,county,2,500,456
IDs_state_strata_county_clusters_2_points_per_cluster_500_size_seed_5678.pkl,0.5690826431815691,state,county,2,500,5678
IDs_state_strata_county_clusters_2_points_per_cluster_500_size_seed_789.pkl,0.5613818881940642,state,county,2,500,789
IDs_state_strata_county_clusters_2_points_per_cluster_500_size_seed_9101.pkl,0.5253182729449672,state,county,2,500,9101
