filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_25_points_per_cluster_100_size_seed_1.pkl,0.1431772488603164,state,county,25,100,1
IDs_state_strata_county_clusters_25_points_per_cluster_100_size_seed_1213.pkl,0.015774076667789,state,county,25,100,1213
IDs_state_strata_county_clusters_25_points_per_cluster_100_size_seed_123.pkl,-0.1260314468009362,state,county,25,100,123
IDs_state_strata_county_clusters_25_points_per_cluster_100_size_seed_1234.pkl,0.0287799509201612,state,county,25,100,1234
IDs_state_strata_county_clusters_25_points_per_cluster_100_size_seed_1415.pkl,0.1662094313082578,state,county,25,100,1415
IDs_state_strata_county_clusters_25_points_per_cluster_100_size_seed_42.pkl,0.1794417953918515,state,county,25,100,42
IDs_state_strata_county_clusters_25_points_per_cluster_100_size_seed_456.pkl,-0.1711160658036243,state,county,25,100,456
IDs_state_strata_county_clusters_25_points_per_cluster_100_size_seed_5678.pkl,-0.663857514555636,state,county,25,100,5678
IDs_state_strata_county_clusters_25_points_per_cluster_100_size_seed_789.pkl,0.0225497502871843,state,county,25,100,789
IDs_state_strata_county_clusters_25_points_per_cluster_100_size_seed_9101.pkl,-0.1972025746034054,state,county,25,100,9101
