filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_2_points_per_cluster_900_size_seed_1.pkl,0.5975256065723363,state,county,2,900,1
IDs_state_strata_county_clusters_2_points_per_cluster_900_size_seed_1213.pkl,0.5906165429866446,state,county,2,900,1213
IDs_state_strata_county_clusters_2_points_per_cluster_900_size_seed_123.pkl,0.5836384364186834,state,county,2,900,123
IDs_state_strata_county_clusters_2_points_per_cluster_900_size_seed_1234.pkl,0.5977220679865687,state,county,2,900,1234
IDs_state_strata_county_clusters_2_points_per_cluster_900_size_seed_1415.pkl,0.5946081378410051,state,county,2,900,1415
IDs_state_strata_county_clusters_2_points_per_cluster_900_size_seed_42.pkl,0.5879218875423815,state,county,2,900,42
IDs_state_strata_county_clusters_2_points_per_cluster_900_size_seed_456.pkl,0.5936994089555158,state,county,2,900,456
IDs_state_strata_county_clusters_2_points_per_cluster_900_size_seed_5678.pkl,0.6053224388813749,state,county,2,900,5678
IDs_state_strata_county_clusters_2_points_per_cluster_900_size_seed_789.pkl,0.5909225989046996,state,county,2,900,789
IDs_state_strata_county_clusters_2_points_per_cluster_900_size_seed_9101.pkl,0.5874941014114691,state,county,2,900,9101
