filename,sample_size,seed,r2
random_sample_200_points_seed_1.pkl,200,1,0.4895425965555114
random_sample_200_points_seed_1213.pkl,200,1213,0.4826125814751344
random_sample_200_points_seed_123.pkl,200,123,0.5313724434298039
random_sample_200_points_seed_1234.pkl,200,1234,0.5139081460423152
random_sample_200_points_seed_1415.pkl,200,1415,0.4566128741114736
random_sample_200_points_seed_42.pkl,200,42,0.4718012176858174
random_sample_200_points_seed_456.pkl,200,456,0.5054102938400968
random_sample_200_points_seed_5678.pkl,200,5678,0.4983794071405717
random_sample_200_points_seed_789.pkl,200,789,0.4670785994713753
random_sample_200_points_seed_9101.pkl,200,9101,0.4680561177097815
