filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_2_points_per_cluster_800_size_seed_1.pkl,0.5857827115471603,state,county,2,800,1
IDs_state_strata_county_clusters_2_points_per_cluster_800_size_seed_1213.pkl,0.5876303785805537,state,county,2,800,1213
IDs_state_strata_county_clusters_2_points_per_cluster_800_size_seed_123.pkl,0.576153370872515,state,county,2,800,123
IDs_state_strata_county_clusters_2_points_per_cluster_800_size_seed_1234.pkl,0.5877900050717315,state,county,2,800,1234
IDs_state_strata_county_clusters_2_points_per_cluster_800_size_seed_1415.pkl,0.585213800340562,state,county,2,800,1415
IDs_state_strata_county_clusters_2_points_per_cluster_800_size_seed_42.pkl,0.5800066968673897,state,county,2,800,42
IDs_state_strata_county_clusters_2_points_per_cluster_800_size_seed_456.pkl,0.5849285116055143,state,county,2,800,456
IDs_state_strata_county_clusters_2_points_per_cluster_800_size_seed_5678.pkl,0.5990113245666483,state,county,2,800,5678
IDs_state_strata_county_clusters_2_points_per_cluster_800_size_seed_789.pkl,0.5768764715655359,state,county,2,800,789
IDs_state_strata_county_clusters_2_points_per_cluster_800_size_seed_9101.pkl,0.5867367657194238,state,county,2,800,9101
