filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_5_points_per_cluster_800_size_seed_1.pkl,0.5910586408718004,state,county,5,800,1
IDs_state_strata_county_clusters_5_points_per_cluster_800_size_seed_1213.pkl,0.5806028472889595,state,county,5,800,1213
IDs_state_strata_county_clusters_5_points_per_cluster_800_size_seed_123.pkl,0.5804880307068743,state,county,5,800,123
IDs_state_strata_county_clusters_5_points_per_cluster_800_size_seed_1234.pkl,0.5702823069107436,state,county,5,800,1234
IDs_state_strata_county_clusters_5_points_per_cluster_800_size_seed_1415.pkl,0.5881674051755692,state,county,5,800,1415
IDs_state_strata_county_clusters_5_points_per_cluster_800_size_seed_42.pkl,0.5738776516495336,state,county,5,800,42
IDs_state_strata_county_clusters_5_points_per_cluster_800_size_seed_456.pkl,0.5822078983600784,state,county,5,800,456
IDs_state_strata_county_clusters_5_points_per_cluster_800_size_seed_5678.pkl,0.5895864923330196,state,county,5,800,5678
IDs_state_strata_county_clusters_5_points_per_cluster_800_size_seed_789.pkl,0.5836184583032324,state,county,5,800,789
IDs_state_strata_county_clusters_5_points_per_cluster_800_size_seed_9101.pkl,0.58336786300782,state,county,5,800,9101
