filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_5_points_per_cluster_100_size_seed_1.pkl,0.2783292426195952,state,county,5,100,1
IDs_state_strata_county_clusters_5_points_per_cluster_100_size_seed_1213.pkl,0.3389414310325422,state,county,5,100,1213
IDs_state_strata_county_clusters_5_points_per_cluster_100_size_seed_123.pkl,0.234426567346202,state,county,5,100,123
IDs_state_strata_county_clusters_5_points_per_cluster_100_size_seed_1234.pkl,0.2567794804899779,state,county,5,100,1234
IDs_state_strata_county_clusters_5_points_per_cluster_100_size_seed_1415.pkl,0.3421910467644521,state,county,5,100,1415
IDs_state_strata_county_clusters_5_points_per_cluster_100_size_seed_42.pkl,0.2696413165239835,state,county,5,100,42
IDs_state_strata_county_clusters_5_points_per_cluster_100_size_seed_456.pkl,0.1953981275795364,state,county,5,100,456
IDs_state_strata_county_clusters_5_points_per_cluster_100_size_seed_5678.pkl,0.2527645947003489,state,county,5,100,5678
IDs_state_strata_county_clusters_5_points_per_cluster_100_size_seed_789.pkl,0.1747489811599027,state,county,5,100,789
IDs_state_strata_county_clusters_5_points_per_cluster_100_size_seed_9101.pkl,0.3831176201155595,state,county,5,100,9101
