filename,sample_size,seed,r2
random_sample_700_points_seed_1.pkl,700,1,0.5735471721215246
random_sample_700_points_seed_1213.pkl,700,1213,0.5831741042939639
random_sample_700_points_seed_123.pkl,700,123,0.5921780154338994
random_sample_700_points_seed_1234.pkl,700,1234,0.5928444475599677
random_sample_700_points_seed_1415.pkl,700,1415,0.5950226408267196
random_sample_700_points_seed_42.pkl,700,42,0.5776932426311574
random_sample_700_points_seed_456.pkl,700,456,0.5878083525822048
random_sample_700_points_seed_5678.pkl,700,5678,0.5795934022195973
random_sample_700_points_seed_789.pkl,700,789,0.5855651259305686
random_sample_700_points_seed_9101.pkl,700,9101,0.5823351526873821
