filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_25_points_per_cluster_400_size_seed_1.pkl,0.4424932000898488,state,county,25,400,1
IDs_state_strata_county_clusters_25_points_per_cluster_400_size_seed_1213.pkl,0.3625842319546127,state,county,25,400,1213
IDs_state_strata_county_clusters_25_points_per_cluster_400_size_seed_123.pkl,0.4494579193970539,state,county,25,400,123
IDs_state_strata_county_clusters_25_points_per_cluster_400_size_seed_1234.pkl,0.3470961338393101,state,county,25,400,1234
IDs_state_strata_county_clusters_25_points_per_cluster_400_size_seed_1415.pkl,0.2787361027914429,state,county,25,400,1415
IDs_state_strata_county_clusters_25_points_per_cluster_400_size_seed_42.pkl,0.4130612366396791,state,county,25,400,42
IDs_state_strata_county_clusters_25_points_per_cluster_400_size_seed_456.pkl,0.3751489749287237,state,county,25,400,456
IDs_state_strata_county_clusters_25_points_per_cluster_400_size_seed_5678.pkl,0.4692702167774856,state,county,25,400,5678
IDs_state_strata_county_clusters_25_points_per_cluster_400_size_seed_789.pkl,0.4241891920491293,state,county,25,400,789
IDs_state_strata_county_clusters_25_points_per_cluster_400_size_seed_9101.pkl,0.3088401055916593,state,county,25,400,9101
