filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_10_points_per_cluster_900_size_seed_1.pkl,0.5552361546418919,state,county,10,900,1
IDs_state_strata_county_clusters_10_points_per_cluster_900_size_seed_1213.pkl,0.5796057929061894,state,county,10,900,1213
IDs_state_strata_county_clusters_10_points_per_cluster_900_size_seed_123.pkl,0.5614871699324631,state,county,10,900,123
IDs_state_strata_county_clusters_10_points_per_cluster_900_size_seed_1234.pkl,0.5753733394095982,state,county,10,900,1234
IDs_state_strata_county_clusters_10_points_per_cluster_900_size_seed_1415.pkl,0.5858379085623036,state,county,10,900,1415
IDs_state_strata_county_clusters_10_points_per_cluster_900_size_seed_42.pkl,0.576202543508042,state,county,10,900,42
IDs_state_strata_county_clusters_10_points_per_cluster_900_size_seed_456.pkl,0.5573366317632191,state,county,10,900,456
IDs_state_strata_county_clusters_10_points_per_cluster_900_size_seed_5678.pkl,0.5675485527777169,state,county,10,900,5678
IDs_state_strata_county_clusters_10_points_per_cluster_900_size_seed_789.pkl,0.562627528889128,state,county,10,900,789
IDs_state_strata_county_clusters_10_points_per_cluster_900_size_seed_9101.pkl,0.5920751439508429,state,county,10,900,9101
