filename,r2,strata,cluster_unit,points_per_cluster,sample_size,seed
IDs_state_strata_county_clusters_25_points_per_cluster_200_size_seed_1.pkl,0.3335323323756185,state,county,25,200,1
IDs_state_strata_county_clusters_25_points_per_cluster_200_size_seed_1213.pkl,0.3359093327314221,state,county,25,200,1213
IDs_state_strata_county_clusters_25_points_per_cluster_200_size_seed_123.pkl,0.1611106547979462,state,county,25,200,123
IDs_state_strata_county_clusters_25_points_per_cluster_200_size_seed_1234.pkl,0.2044178675326392,state,county,25,200,1234
IDs_state_strata_county_clusters_25_points_per_cluster_200_size_seed_1415.pkl,0.3674087756912595,state,county,25,200,1415
IDs_state_strata_county_clusters_25_points_per_cluster_200_size_seed_42.pkl,0.3936557808778016,state,county,25,200,42
IDs_state_strata_county_clusters_25_points_per_cluster_200_size_seed_456.pkl,0.1295861249396219,state,county,25,200,456
IDs_state_strata_county_clusters_25_points_per_cluster_200_size_seed_5678.pkl,0.1579317578783127,state,county,25,200,5678
IDs_state_strata_county_clusters_25_points_per_cluster_200_size_seed_789.pkl,0.3551070505916294,state,county,25,200,789
IDs_state_strata_county_clusters_25_points_per_cluster_200_size_seed_9101.pkl,0.2939918105765287,state,county,25,200,9101
