label,Test R2
elevation;cost10.0,"[-3.475765606017565, -4.811905167730808]"
elevation;cost100.0,"[-4.085313166052416, -4.192715757669728]"
elevation;cost1000.0,"[-2.004247138290038, -2.004247138290038, -2.004247138290038]"
elevation;cost1001.0,"[-2.005003679322811, -1.9368344700165783]"
elevation;cost102.0,"[-3.7731926340269366, -4.098935569327106]"
elevation;cost11.0,[-4.378027954236684]
elevation;cost49.0,[-3.7225929374308695]
elevation;cost498.0,[-1.854162983878847]
elevation;cost50.0,"[-3.347150765622784, -3.1642595601856813, -3.3843974186700816]"
elevation;cost500.0,"[-1.8320159693911782, -1.8302755914069415]"
elevation;cost501.0,[-1.8265328895549322]
elevation;cost502.0,[-1.842364492542183]
elevation;cost51.0,[-3.4794129166273944]
elevation;cost99.0,[-3.611433086525249]
population;cost10.0,[0.06323120512671632]
population;cost100.0,"[-0.11839473454816152, -0.11559557714166968, 0.043568786334557075, -0.11839473454816152]"
population;cost1000.0,"[0.33300975375142583, 0.33300975375142583, 0.3445093311140318]"
population;cost101.0,[-0.24605244510886148]
population;cost11.0,[0.07578678819254436]
population;cost48.0,[-0.03552766179916711]
population;cost499.0,[0.34213747699389196]
population;cost50.0,[-0.09446319980463302]
population;cost500.0,"[0.3324982306735095, 0.33257746729173876, 0.3324982306735095, 0.33257746729173876]"
population;cost51.0,"[-0.03705820462148446, -0.12216641151040197]"
population;cost53.0,[-0.04828234309375157]
population;cost999.0,"[0.34291442496229685, 0.34291442496229685]"
treecover;cost10.0,"[0.34617239522525367, 0.09115179110193927]"
treecover;cost100.0,"[0.5409292811248618, 0.5649525972427403]"
treecover;cost1000.0,"[0.5645439851070175, 0.5645439851070175, 0.5645439851070175]"
treecover;cost1001.0,"[0.5624856683830962, 0.5653466758059446]"
treecover;cost102.0,"[0.539107459768152, 0.5530006950329249]"
treecover;cost11.0,[0.15985257378614337]
treecover;cost49.0,[0.4900771897071525]
treecover;cost498.0,[0.6086249358444746]
treecover;cost50.0,"[0.5009480355992557, 0.43268290171848545, 0.5269164904565116]"
treecover;cost500.0,"[0.6086031144827468, 0.6086070856198952]"
treecover;cost501.0,[0.6007011393050612]
treecover;cost502.0,[0.6160053575827937]
treecover;cost51.0,[0.5636841672702407]
treecover;cost99.0,[0.558007096123413]
