label,Test R2
elevation;cost100.0,"[-0.5488058131522953, -0.5503977845546506, -0.5015423185505223, -0.46439579759126004, -0.4478635063210381]"
elevation;cost1000.0,"[-0.6520750155162014, -0.6951191818728828, -0.7184268650458587, -0.5764627330020251, -0.5967212470671674]"
elevation;cost1100.0,"[-0.6531323922728418, -0.6901179486305413, -0.7269150322596025, -0.6440614853215869, -0.6581984689716414]"
elevation;cost1200.0,"[-0.658449330824477, -0.6144259010787363, -0.7150111711945168, -0.6679742262453481, -0.6339162957120306]"
elevation;cost1300.0,"[-0.7015969901280881, -0.6289789687415857, -0.7623544449073136, -0.6263382562580451, -0.6851608599410541]"
elevation;cost1400.0,"[-0.6828862352289311, -0.608664729143046, -0.743105391082203, -0.623834957033651, -0.7064410211993417]"
elevation;cost1500.0,"[-0.6479303137546619, -0.6080090560203222, -0.7473575100171217, -0.6447192356296187, -0.6612783812566192]"
elevation;cost200.0,"[-0.5774806774571197, -0.6088950068411509, -0.45073192389524985, -0.47229995267624947, -0.3509471601614005]"
elevation;cost300.0,"[-0.5338117083246703, -0.553081994592165, -0.5088639043007912, -0.5050903195911756, -0.5244845843507335]"
elevation;cost400.0,"[-0.6257944521572134, -0.538345798352099, -0.5859770306397205, -0.5496163733631865, -0.5266858029358221]"
elevation;cost500.0,"[-0.6684363264811861, -0.6081405605661927, -0.6895598035885027, -0.6062355238544495, -0.6357844994218782]"
elevation;cost600.0,"[-0.676691550493028, -0.6432824706406468, -0.6144016385741593, -0.6534569428275578, -0.6414651152068616]"
elevation;cost700.0,"[-0.6967720100063577, -0.6211140243992408, -0.6634584151548004, -0.58330334712856, -0.6486946986237705]"
elevation;cost800.0,"[-0.7064320275048843, -0.652326102191426, -0.6744513352545964, -0.5663871199792163, -0.6267807411517197]"
elevation;cost900.0,"[-0.6679271622208274, -0.7298053630492036, -0.7201393856893998, -0.5679395748089848, -0.6283540304153346]"
population;cost100.0,"[-0.09873551399248548, -0.1305587494035767, 0.05958134246542812, -0.3383327245518357, -0.2536133714617961]"
population;cost1000.0,"[-0.19394726361294978, -0.12309897581700269, -0.16282556930399683, -0.4252512395183232, -0.28350155952135103]"
population;cost1100.0,"[-0.1515060709732321, -0.1828187591749697, -0.10865193140149021, -0.39029693180110336, -0.2538605743875204]"
population;cost1200.0,"[-0.11021540970175359, -0.20223880654421533, -0.09364101645562273, -0.429523140738131, -0.1878923319792758]"
population;cost1300.0,"[-0.19115035084784782, -0.16582092482235744, -0.09628601384664748, -0.4651736047972983, -0.21917253511123613]"
population;cost1400.0,"[-0.14801628634018904, -0.15783536159342848, -0.21649278635412306, -0.36633942934867414, -0.23425255800738776]"
population;cost1500.0,"[-0.15366291316417513, -0.15787821492769782, -0.10316576414108325, -0.293093179858235, -0.2273982908797243]"
population;cost200.0,"[-0.48516542377133876, -0.17965775455346056, 0.2098243694029961, -0.352751964332237, 0.13900548932697]"
population;cost300.0,"[-0.38850283762880267, -0.23055524136557604, 0.06715603455191732, -0.41964572441863557, 0.08151638596370259]"
population;cost400.0,"[-0.3527460116213159, -0.1912758038076814, -0.1328653187255895, -0.3502888405436919, -0.04265499941968587]"
