label,Test R2
population;cost500.0,"[-0.27541771147224514, -0.14276403467641297, -0.18193522283803665, -0.3980465536598452, -0.08771651917457723]"
population;cost600.0,"[-0.17327688585902457, -0.13313249305006725, -0.18348217169553482, -0.2840717206740744, -0.20524765754908203]"
population;cost700.0,"[-0.19950132765229167, -0.1469660275701552, -0.3352395736681517, -0.18404997651136878, -0.23066888887405157]"
population;cost800.0,"[-0.20787347396371803, -0.21268845401154302, -0.21424657350317333, -0.2764200102025518, -0.18766977146423014]"
population;cost900.0,"[-0.18597661504227192, -0.1361470506096607, -0.26538989966441306, -0.3131683708738633, -0.3323391711516288]"
treecover;cost100.0,"[-0.20238912736087755, -0.08462844413561466, -1.1387236909162883, -0.06746147188512586, -1.0267012624062155]"
treecover;cost1000.0,"[0.2040999375592043, 0.258085280025388, 0.17881561352205266, 0.13424260767311258, 0.07678295190965212]"
treecover;cost1100.0,"[0.33802466773584916, 0.28812652289521845, 0.1758654202881731, 0.06475780131824571, 0.10543117591306028]"
treecover;cost1200.0,"[0.26054061480030577, 0.28361961208134545, 0.21913687619875855, 0.00391046657422689, 0.09655779979507995]"
treecover;cost1300.0,"[0.35119971094255265, 0.32094532122019337, 0.2568413653213325, -0.0007755852740447544, 0.01643409471042201]"
treecover;cost1400.0,"[0.37584214828047935, 0.3497734895104093, 0.25368316341873187, 0.04860410495641121, 0.11353540478554036]"
treecover;cost1500.0,"[0.36453044652595745, 0.3679179455275655, 0.21595957405090005, 0.13430422002320874, 0.11061551793188129]"
treecover;cost200.0,"[-0.2342546843900437, -0.26972091677021326, -0.2892976511598888, -0.14748615530151765, -0.39941099944952074]"
treecover;cost300.0,"[-0.1049021942547459, -0.22192703791391644, 0.13236364894398467, 0.15259381433472807, 0.21178408575990149]"
treecover;cost400.0,"[0.006078698772182922, -0.33768578987850106, -0.08668394180247252, 0.13157300683699202, 0.09444383865214889]"
treecover;cost500.0,"[0.07613316587658969, -0.12465127502962337, -0.327214123400126, 0.04963757008286629, -0.15091032551505967]"
treecover;cost600.0,"[0.16099381642308008, -0.12334337084531866, -0.15967419022742257, 0.09118429139200812, -0.34070212993770443]"
treecover;cost700.0,"[0.1679960163589337, 0.0652571662103375, -0.20716464933283874, 0.04634634384186298, -0.022807603747783567]"
treecover;cost800.0,"[0.13944740997629979, 0.0662281922775545, -0.09123445200980917, 0.05150938055801424, 0.019752841657080245]"
treecover;cost900.0,"[0.22515908836751175, 0.26978167914177875, 0.06901347171211747, 0.09162457384175615, 0.10285560723114506]"
