,Sample Size
population;budget1000.0,19.0
population;budget1500.0,28.0
population;budget2000.0,39.0
population;budget2500.0,49.0
population;budget3000.0,59.0
population;budget3500.0,68.0
population;budget4000.0,79.0
population;budget4500.0,89.0
population;budget500.0,9.0
population;budget5000.0,99.0
