label,Test R2
elevation;cost100.0,[0.008948779677593888]
elevation;cost1000.0,"[-0.08629592138615472, -0.08181095064381272]"
elevation;cost1001.0,[-0.07590116799162394]
elevation;cost101.0,"[-0.038702079693491376, 0.08332030865441986]"
elevation;cost102.0,[0.006838632735043704]
elevation;cost1098.0,[-0.07076421157058643]
elevation;cost1099.0,"[-0.07103883935642452, -0.07075732126219525]"
elevation;cost1100.0,[-0.06990779765217092]
elevation;cost1101.0,[-0.07009652371228325]
elevation;cost1198.0,[-0.04806317589372955]
elevation;cost1199.0,[-0.04793396653391091]
elevation;cost1200.0,[-0.04697421243673583]
elevation;cost1201.0,"[-0.046972285206896336, -0.047241826752685956]"
elevation;cost1299.0,[-0.04248300002233951]
elevation;cost1300.0,[-0.037333617525873164]
elevation;cost1301.0,"[-0.03745475853690183, -0.04511331000695762, -0.03745475853690183]"
elevation;cost1398.0,[-0.028029587774281772]
elevation;cost1399.0,[-0.02776067964290374]
elevation;cost1400.0,"[-0.028451673644073416, -0.02814040840566756]"
elevation;cost1401.0,[-0.02813008928771321]
elevation;cost1499.0,"[-0.03709876078617125, -0.03709876078617125]"
elevation;cost1500.0,"[-0.03514731226305856, -0.03511774059249584, -0.03511774059249584]"
elevation;cost199.0,[-0.07905367452873935]
elevation;cost201.0,"[0.0035365918462655355, 0.0035365918462655355]"
elevation;cost202.0,"[0.017261406380336464, 0.017261406380336464]"
elevation;cost298.0,[0.010787730335203194]
elevation;cost299.0,"[0.026313974776189575, 0.017509932373071857, -0.005843411766085493]"
elevation;cost300.0,[0.030948293184979048]
elevation;cost399.0,"[-0.007371151319656599, -0.008430158971082902]"
elevation;cost400.0,[-0.0029874125679496544]
elevation;cost401.0,"[-0.004109827603276939, -0.006320560147671017]"
elevation;cost497.0,[-0.04587445519225586]
elevation;cost499.0,"[-0.03723132371376692, -0.03856117768057343]"
elevation;cost501.0,"[-0.06861593903651309, -0.057926787639989374]"
elevation;cost599.0,"[-0.06887257518367074, -0.06671000735626409]"
elevation;cost600.0,"[-0.08159623081695555, -0.06950888739412209]"
elevation;cost601.0,[-0.06622622488439855]
elevation;cost698.0,[-0.08264743917778472]
elevation;cost699.0,"[-0.08248012105251168, -0.08170729263854049]"
elevation;cost700.0,[-0.07748400735384542]
elevation;cost701.0,[-0.08109189777871206]
elevation;cost799.0,[-0.10130690378423601]
elevation;cost800.0,"[-0.08993235744609573, -0.08877404005505363]"
elevation;cost801.0,[-0.1033402350550181]
elevation;cost802.0,[-0.08935973458762647]
elevation;cost899.0,"[-0.09900932784613903, -0.09367623516127876]"
elevation;cost900.0,[-0.10344446240282079]
elevation;cost901.0,[-0.09000247817309681]
elevation;cost902.0,[-0.0945057949758179]
elevation;cost98.0,[0.07102360543911235]
elevation;cost998.0,[-0.08647391886034939]
elevation;cost999.0,[-0.08275795607826275]
population;cost100.0,"[0.22289751818303072, 0.22289751818303072]"
population;cost1000.0,"[0.5086621739968721, 0.5089540899347096, 0.5086623295863723]"
population;cost1001.0,"[0.506809508325067, 0.5089136044280114]"
population;cost101.0,"[0.1944581137854703, 0.1944581137854703]"
population;cost1099.0,[0.5119055573051998]
population;cost1100.0,"[0.5128230115968992, 0.5112145206686141, 0.5112145206686141, 0.5111900155237703]"
population;cost1199.0,[0.5188768078616377]
population;cost1200.0,"[0.5172110247298384, 0.5172110247298384]"
population;cost1201.0,[0.5168912106364598]
population;cost1202.0,[0.5174230852144195]
population;cost1300.0,"[0.5255562465886809, 0.5255562465886809]"
population;cost1301.0,[0.5270851536534227]
population;cost1302.0,"[0.5260900606177463, 0.5260900606177463]"
population;cost1400.0,"[0.5246840353464586, 0.5226210032681954, 0.5228741902472349, 0.5228741902472349]"
population;cost1401.0,[0.5227579736693777]
population;cost1500.0,[0.5269458803728575]
population;cost1501.0,"[0.528681413104532, 0.5298272912526156, 0.5298272912526156]"
population;cost1502.0,[0.5262185358768288]
population;cost199.0,[0.27528830932894277]
population;cost200.0,"[0.3966965394569796, 0.2751129015245729]"
population;cost201.0,"[0.4081351511747212, 0.28106851951646306]"
population;cost299.0,"[0.3940886126464017, 0.3940886126464017]"
population;cost301.0,"[0.4188129496353382, 0.396762207279046]"
population;cost302.0,[0.4093901001408572]
population;cost399.0,"[0.45198732099339956, 0.4474658486516574]"
population;cost400.0,[0.4402336245797608]
population;cost401.0,[0.421732183232038]
population;cost402.0,[0.44634118647829035]
population;cost498.0,[0.45561072462014385]
population;cost500.0,"[0.4723264463377892, 0.4723264463377892]"
population;cost501.0,"[0.4670441448611099, 0.46049483463926877]"
population;cost598.0,[0.4620450567810964]
population;cost599.0,[0.4676819094917386]
population;cost600.0,"[0.4637171644892476, 0.46340351651891276]"
population;cost602.0,[0.4814246801730596]
population;cost697.0,[0.4929761159758146]
population;cost699.0,[0.4998085579655318]
population;cost700.0,[0.49136714203650056]
population;cost701.0,"[0.49418028072153675, 0.49049280129574435]"
population;cost798.0,"[0.508488687496341, 0.5079492453943988]"
population;cost800.0,[0.5090213098059144]
population;cost801.0,"[0.5086633868139101, 0.5081213238937395]"
population;cost899.0,"[0.5009557150924027, 0.5007160501356331, 0.5009557150924027]"
population;cost901.0,"[0.5056867544020303, 0.5056867544020303]"
population;cost99.0,[0.2714017022608204]
treecover;cost100.0,[0.6892777803232757]
treecover;cost1000.0,"[0.7703674771720491, 0.7654489082909144]"
treecover;cost1001.0,[0.769548829835055]
treecover;cost101.0,"[0.6582615397714757, 0.6763528195591664]"
treecover;cost102.0,[0.6792887353045483]
treecover;cost1098.0,[0.7662080522930719]
treecover;cost1099.0,"[0.7661755713596147, 0.7566177886056776]"
treecover;cost1100.0,[0.756494916874087]
treecover;cost1101.0,[0.7560806754417362]
treecover;cost1198.0,[0.7659625049021236]
treecover;cost1199.0,[0.7659490054344534]
treecover;cost1200.0,[0.7577234536357337]
treecover;cost1201.0,"[0.7800041775471964, 0.7797598335577405]"
treecover;cost1299.0,[0.777334382317915]
treecover;cost1300.0,[0.7629719178718468]
treecover;cost1301.0,"[0.7719472266170092, 0.7775683836941852, 0.7719472266170092]"
treecover;cost1398.0,[0.780344307843963]
treecover;cost1399.0,[0.7803307655729709]
treecover;cost1400.0,"[0.7789031920443391, 0.7802683002037106]"
treecover;cost1401.0,[0.7788860385369697]
treecover;cost1499.0,"[0.7818616215983326, 0.7818616215983326]"
treecover;cost1500.0,"[0.7740334347460013, 0.7742209538196094, 0.7742209538196094]"
treecover;cost199.0,[0.7505519326604945]
treecover;cost201.0,"[0.7526587981691576, 0.7526587981691576]"
treecover;cost202.0,"[0.7536823314259833, 0.7536823314259833]"
treecover;cost298.0,[0.7534353748299525]
treecover;cost299.0,"[0.7576513930047295, 0.7550631792042617, 0.7557574803933327]"
treecover;cost300.0,[0.7565206422779888]
treecover;cost399.0,"[0.7416033239260336, 0.7399018276394322]"
treecover;cost400.0,[0.7394960165940268]
treecover;cost401.0,"[0.7285267099455108, 0.7288410031444672]"
treecover;cost497.0,[0.7694807895301717]
treecover;cost499.0,"[0.775114510186579, 0.7731611725323428]"
treecover;cost501.0,"[0.7702049746135912, 0.7690624532699204]"
treecover;cost599.0,"[0.7594187397215466, 0.7572899950932879]"
treecover;cost600.0,"[0.7415119936149166, 0.7512878041918907]"
treecover;cost601.0,[0.7701671229356178]
treecover;cost698.0,[0.7421814381666441]
treecover;cost699.0,"[0.7421394214774503, 0.7607123899352692]"
treecover;cost700.0,[0.7500991409224039]
treecover;cost701.0,[0.7499700273531871]
treecover;cost799.0,[0.7670323518309393]
treecover;cost800.0,"[0.7577818436116956, 0.758841567854758]"
treecover;cost801.0,[0.7667131343472695]
treecover;cost802.0,[0.7467782221299657]
treecover;cost899.0,"[0.7627781651441771, 0.7570788644520261]"
treecover;cost900.0,[0.7634631465275719]
treecover;cost901.0,[0.7632709724295806]
treecover;cost902.0,[0.7574163071728521]
treecover;cost98.0,[0.6782146935438618]
treecover;cost998.0,[0.7667711735454981]
treecover;cost999.0,[0.7528223470008144]
