label,Cost,Test R2
elevation,1000,0.49074828120422864
elevation,1000,0.39831200311336556
elevation,1000,0.4424327514265888
elevation,1000,0.4766460397012866
elevation,1000,0.3362782193615401
elevation,1497,0.5243486252234832
elevation,1497,0.48718898475548633
elevation,1497,0.467265566417276
elevation,1497,0.45407692603956595
elevation,1497,0.44067424222250406
elevation,1992,0.5371885831949901
elevation,1992,0.5218429671108236
elevation,1992,0.5031493242050638
elevation,1992,0.5069103711919185
elevation,1992,0.48042921645966175
elevation,2498,0.5509062846816681
elevation,2498,0.5332563916574526
elevation,2498,0.5365605575442716
elevation,2498,0.5421190807784737
elevation,2498,0.535959837776159
elevation,2993,0.564409611775365
elevation,2993,0.5642153813665133
elevation,2993,0.5500147131577346
elevation,2993,0.5754562874753855
elevation,2993,0.5503418084573029
elevation,3498,0.5715051010845729
elevation,3498,0.5701240084623844
elevation,3498,0.5726017614084485
elevation,3498,0.5950722890612825
elevation,3498,0.5573676663888429
elevation,3994,0.5880949046204906
elevation,3994,0.5823292755756948
elevation,3994,0.5753116189144816
elevation,3994,0.6053624957562832
elevation,3994,0.5594265209675163
elevation,4500,0.5970490545743347
elevation,4500,0.5952309223758259
elevation,4500,0.579386487592058
elevation,4500,0.6044878797191473
elevation,4500,0.5695333516141539
elevation,496,0.3236341935765381
elevation,496,0.27098926990664773
elevation,496,0.36861998260718165
elevation,496,0.3976144892294112
elevation,496,0.30700812961282153
elevation,4994,0.603745302460613
elevation,4994,0.610969135281489
elevation,4994,0.5942430604454895
elevation,4994,0.6080767517216179
elevation,4994,0.5804027172546129
population,1000,0.5003442227533683
population,1000,0.47181386593792385
population,1000,0.5084921020696673
population,1000,0.4892415811360159
population,1000,0.5224257352651074
population,1497,0.5334773831026574
population,1497,0.509243042364161
population,1497,0.51372580163074
population,1497,0.5139863515423917
population,1497,0.5360070117157418
population,1992,0.5647598658880901
population,1992,0.5545314680752229
population,1992,0.5245000940490244
population,1992,0.524683350660861
population,1992,0.5717435431421058
population,2498,0.5703833840269827
population,2498,0.5546122474635092
population,2498,0.5480601404928886
population,2498,0.5444663334667121
population,2498,0.5741115850070878
population,2993,0.5796074237656863
population,2993,0.5531005604027255
population,2993,0.5827535912053663
population,2993,0.5433299821733306
population,2993,0.5771518797819901
population,3498,0.5852527021090934
population,3498,0.5677813774598582
population,3498,0.5914416224946697
population,3498,0.5716904587308818
population,3498,0.5870326484161393
population,3994,0.5960569866698839
population,3994,0.5722307135820403
population,3994,0.5973271269917131
population,3994,0.5887420914890945
population,3994,0.5925357881216582
population,4500,0.5968237283975043
population,4500,0.5843026579606816
population,4500,0.6051277643739257
population,4500,0.5907231630206679
population,4500,0.6042191044387399
population,496,0.4518239325670995
population,496,0.36272239155923436
population,496,0.46427111339622906
population,496,0.34452313217720143
population,496,0.39969227388847106
population,4994,0.598405765247479
population,4994,0.5946080028087937
population,4994,0.6129682716514591
population,4994,0.5935244521123679
population,4994,0.6110998253073745
treecover,1000,0.7742005020861196
treecover,1000,0.78200352551347
treecover,1000,0.7972541133070064
treecover,1000,0.7797321337385386
treecover,1000,0.7719192879168962
treecover,1497,0.8027639992622959
treecover,1497,0.794334548668077
treecover,1497,0.802982576739317
treecover,1497,0.7939370897133138
treecover,1497,0.7881245828603567
treecover,1992,0.8185001586880658
treecover,1992,0.8088778423540366
treecover,1992,0.8178537851214045
treecover,1992,0.8041154933813298
treecover,1992,0.8022721379268204
treecover,2498,0.8234250447279797
treecover,2498,0.8156658032194802
treecover,2498,0.8195333067991522
treecover,2498,0.8227564226875126
treecover,2498,0.8233418719531898
treecover,2993,0.8394367432189611
treecover,2993,0.8188951039217226
treecover,2993,0.8374435969136603
treecover,2993,0.8287985960378501
treecover,2993,0.8284019097814175
treecover,3498,0.8454659845390782
treecover,3498,0.8341453562974284
treecover,3498,0.8472441206174752
treecover,3498,0.8319114709235409
treecover,3498,0.8300064951548116
treecover,3994,0.8513841341906712
treecover,3994,0.8469926225285638
treecover,3994,0.851572313493438
treecover,3994,0.8393198660854582
treecover,3994,0.8439870531992658
treecover,4500,0.8556764885803066
treecover,4500,0.8519063448344242
treecover,4500,0.8561082125170666
treecover,4500,0.8471755209820435
treecover,4500,0.8405811906510665
treecover,496,0.7464426066284852
treecover,496,0.6993550052291629
treecover,496,0.7449092088218986
treecover,496,0.640993352675947
treecover,496,0.7498061787490271
treecover,4994,0.8594080723734552
treecover,4994,0.8601101176758541
treecover,4994,0.8602815167178571
treecover,4994,0.8485919679732178
treecover,4994,0.8455266652515255
