label,Test R2
elevation;cost1000.0,"[0.16240796427394766, 0.16190763478963455, 0.17441480556994093]"
elevation;cost1001.0,"[0.1617693924082929, 0.1617693924082929]"
elevation;cost1499.0,[0.12331572509410038]
elevation;cost1500.0,"[0.12437164621670671, 0.12444061130352213, 0.12364450418844397, 0.1247236063620405]"
elevation;cost1999.0,"[0.15809143119253832, 0.1568000721859757]"
elevation;cost2000.0,"[0.15865902772479146, 0.15668620115404508, 0.15662557957691126]"
elevation;cost2499.0,[0.1497471306049114]
elevation;cost2501.0,"[0.1499460192779033, 0.1498515756026576, 0.14986815131623865]"
elevation;cost2502.0,[0.1498459319853862]
elevation;cost3000.0,"[0.14072319822564794, 0.13859312232103382]"
elevation;cost3001.0,[0.1408892443954578]
elevation;cost3002.0,"[0.13888814280313788, 0.13888814280313788]"
elevation;cost3499.0,[0.14019331224646703]
elevation;cost3500.0,"[0.13988073284229607, 0.14002669093520248]"
elevation;cost3502.0,"[0.14056231275583297, 0.1397533164885666]"
elevation;cost3999.0,"[0.12728209245290822, 0.1273552776684609]"
elevation;cost4000.0,"[0.12733559380859805, 0.1274432282619119, 0.12733119965777417]"
elevation;cost4500.0,"[0.1315184527994222, 0.13142385776096444]"
elevation;cost4501.0,"[0.13165892455323913, 0.13119885286744193, 0.13155488939255855]"
elevation;cost498.0,[0.17122227953262092]
elevation;cost499.0,"[0.1660202274960919, 0.1660202274960919, 0.1660202274960919]"
elevation;cost4999.0,[0.12629997831250594]
elevation;cost500.0,[0.16701344409570096]
elevation;cost5000.0,"[0.12605883993901057, 0.12573134465896163, 0.12563537581586304]"
elevation;cost5001.0,[0.12590919256317157]
population;cost1000.0,"[0.5551447848913221, 0.5553633874524961]"
population;cost1001.0,[0.5552465154620198]
population;cost1499.0,"[0.5604947198866195, 0.5610325728154162]"
population;cost1500.0,[0.5646780281869754]
population;cost1501.0,[0.5646513613448435]
population;cost1502.0,[0.5646551441459147]
population;cost1998.0,[0.574397759584451]
population;cost1999.0,[0.5739036023461377]
population;cost2000.0,[0.5739643538580599]
population;cost2001.0,[0.5740039901136036]
population;cost2002.0,[0.5740616790601836]
population;cost2498.0,[0.5406175711003522]
population;cost2499.0,[0.5406127554457149]
population;cost2500.0,"[0.5412496043202485, 0.5405621150775466]"
population;cost2501.0,[0.5411881820529052]
population;cost2999.0,[0.5812609901477686]
population;cost3000.0,"[0.5536438779304844, 0.5536438779304844, 0.5813022535849652]"
population;cost3001.0,[0.5537532791702853]
population;cost3499.0,[0.5620531731513697]
population;cost3500.0,"[0.5620474821859984, 0.5620542496321521, 0.5620474821859984]"
population;cost3502.0,[0.5625621564668051]
population;cost3998.0,"[0.5653539895591121, 0.5653539895591121]"
population;cost3999.0,"[0.5648332597954837, 0.5652789668473973]"
population;cost4001.0,[0.5651775497623451]
population;cost4498.0,"[0.5690518414888395, 0.5690518414888395]"
population;cost4499.0,"[0.5690911842949729, 0.5690169723153641]"
population;cost4501.0,[0.5689440594615709]
population;cost498.0,[0.4940835200470187]
population;cost499.0,"[0.49418009428002363, 0.4954257329402152]"
population;cost4998.0,[0.5832662031397593]
population;cost4999.0,"[0.5832930826024969, 0.5832564001198373]"
population;cost5001.0,"[0.5832595966104918, 0.583429118492403]"
population;cost501.0,"[0.49571187917984305, 0.49540844560542685]"
population;cost999.0,"[0.5548704949762555, 0.5553228862784589]"
treecover;cost1000.0,"[0.688074470312676, 0.6880327645399772, 0.6839907938391722]"
treecover;cost1001.0,"[0.6880043032701189, 0.6880043032701189]"
treecover;cost1499.0,[0.7288482150530926]
treecover;cost1500.0,"[0.6859560414284368, 0.7286357300903339, 0.7285222465895727, 0.7281389365613511]"
treecover;cost1999.0,"[0.7552355821943608, 0.748768631499281]"
treecover;cost2000.0,"[0.7551260085615388, 0.7490890711466222, 0.7492579869236883]"
treecover;cost2499.0,[0.7493995363044017]
treecover;cost2501.0,"[0.749297590677279, 0.7493748224674117, 0.7495053653332912]"
treecover;cost2502.0,[0.7494205875289164]
treecover;cost3000.0,"[0.7712304971549057, 0.7711104171601423]"
treecover;cost3001.0,[0.7714471558171738]
treecover;cost3002.0,"[0.7712057615900373, 0.7712057615900373]"
treecover;cost3499.0,[0.7692893034811621]
treecover;cost3500.0,"[0.7693763806335709, 0.769347432640322]"
treecover;cost3502.0,"[0.7706770248999593, 0.7694395183106297]"
treecover;cost3999.0,"[0.7536418174533736, 0.753456935857954]"
treecover;cost4000.0,"[0.7536453764265048, 0.7536328005964852, 0.7534749487093909]"
treecover;cost4500.0,"[0.7474091865048825, 0.7473702647121847]"
treecover;cost4501.0,"[0.7474992681389893, 0.7476059575057885, 0.7474271376166808]"
treecover;cost498.0,[0.6738955937051151]
treecover;cost499.0,"[0.6698564468643173, 0.6698564468643173, 0.6698564468643173]"
treecover;cost4999.0,[0.7384079679952548]
treecover;cost500.0,[0.6725117841967613]
treecover;cost5000.0,"[0.7385132849247467, 0.7385655238180455, 0.738508512725564]"
treecover;cost5001.0,[0.7387038102515346]
