label,Test R2
elevation;cost100.0,"[-0.3028969415879974, -0.3028969415879974]"
elevation;cost1000.0,"[-0.055951158941744294, -0.055951158941744294]"
elevation;cost1001.0,"[-0.055938874172392294, -0.055938874172392294]"
elevation;cost101.0,"[-0.36547920055597527, -0.36547920055597527]"
elevation;cost1099.0,"[-0.05430233945017937, -0.05430233945017937]"
elevation;cost1100.0,"[-0.05131060290475786, -0.05131060290475786]"
elevation;cost1101.0,[-0.05733395834216637]
elevation;cost1199.0,[-0.04888371254873958]
elevation;cost1200.0,"[-0.04436725328978719, -0.04436725328978719, -0.04436725328978719]"
elevation;cost1201.0,[-0.044487929272344795]
elevation;cost1300.0,"[-0.046905847966623115, -0.046905847966623115, -0.046905847966623115, -0.046905847966623115, -0.046905847966623115]"
elevation;cost1400.0,"[-0.04289467045545825, -0.04289467045545825, -0.04289467045545825, -0.04289467045545825, -0.04289467045545825]"
elevation;cost1499.0,"[-0.025570137124158343, -0.025570137124158343, -0.025570137124158343]"
elevation;cost1501.0,"[-0.026237544861544393, -0.026237544861544393]"
elevation;cost200.0,[-0.19393256275910065]
elevation;cost201.0,"[-0.1925678314570014, -0.1925678314570014, -0.1925678314570014, -0.1925678314570014]"
elevation;cost300.0,"[-0.07682142618876431, -0.07682142618876431, -0.07682142618876431, -0.07682142618876431]"
elevation;cost301.0,[-0.06135365032457529]
elevation;cost399.0,"[-0.09746696291243051, -0.09746696291243051]"
elevation;cost400.0,"[-0.09419005807007474, -0.09419005807007474, -0.09419005807007474]"
elevation;cost499.0,"[-0.05529713852641671, -0.05529713852641671]"
elevation;cost500.0,"[-0.05664759457293278, -0.05664759457293278, -0.05664759457293278]"
elevation;cost599.0,[-0.036523780174832376]
elevation;cost600.0,"[-0.03646895657814331, -0.03718918725925868, -0.03646895657814331]"
elevation;cost601.0,[-0.03713645953114808]
elevation;cost699.0,[-0.01919134016699986]
elevation;cost700.0,[-0.019255164171058103]
elevation;cost701.0,"[-0.017975927393819147, -0.017975927393819147, -0.017975927393819147]"
elevation;cost799.0,[-0.05338923829069131]
elevation;cost800.0,"[-0.05832925366676567, -0.04891488980635805, -0.04891488980635805, -0.05832925366676567]"
elevation;cost900.0,"[-0.05981291592196358, -0.05981291592196358, -0.05981291592196358, -0.05981291592196358, -0.05981291592196358]"
elevation;cost99.0,[-0.3239007587717515]
elevation;cost999.0,[-0.050704451898069935]
population;cost100.0,"[0.2645323394827839, 0.2645323394827839, 0.2645323394827839, 0.2645323394827839]"
population;cost1000.0,"[0.4847828864421335, 0.4847828864421335, 0.4847828864421335]"
population;cost1001.0,"[0.48376235177788773, 0.48376235177788773]"
population;cost1099.0,[0.48201295179615944]
population;cost1100.0,"[0.4774782969887159, 0.47958053719701, 0.4774782969887159]"
population;cost1101.0,[0.47450494174339575]
population;cost1199.0,"[0.4767196595324694, 0.4767196595324694]"
population;cost1200.0,[0.4746363120605177]
population;cost1201.0,"[0.47683666542673586, 0.47683666542673586]"
population;cost1300.0,"[0.48446670776648915, 0.48446670776648915, 0.48446670776648915]"
population;cost1301.0,"[0.48442804097208003, 0.48442804097208003]"
population;cost1400.0,"[0.48938191147857457, 0.48938191147857457, 0.48938191147857457, 0.48938191147857457]"
population;cost1401.0,[0.4900054123663675]
population;cost1500.0,"[0.4838647814084258, 0.4838647814084258, 0.4838647814084258, 0.4838647814084258]"
population;cost1501.0,[0.47838285734923813]
population;cost199.0,[0.4020462637651455]
population;cost200.0,[0.39439010152774]
population;cost201.0,"[0.4041910599494941, 0.4041910599494941, 0.4041910599494941]"
population;cost300.0,"[0.40819850849748174, 0.4018392915382014, 0.4018392915382014, 0.4018392915382014]"
population;cost301.0,[0.4159335881376144]
population;cost400.0,"[0.43865324453732757, 0.43865324453732757, 0.43865324453732757, 0.43865324453732757]"
population;cost401.0,[0.4618463150347024]
population;cost499.0,"[0.4461514789526033, 0.4461514789526033]"
population;cost500.0,"[0.46565676414649504, 0.46565676414649504, 0.46565676414649504]"
population;cost599.0,[0.4749889893795287]
population;cost600.0,"[0.473415526465359, 0.473415526465359, 0.473415526465359]"
population;cost601.0,[0.4741192871110428]
population;cost699.0,"[0.47460041810924114, 0.47460041810924114]"
population;cost700.0,"[0.47106839128606415, 0.47106839128606415]"
population;cost701.0,[0.4661298037259536]
population;cost800.0,"[0.49021108134512936, 0.49021108134512936, 0.49021108134512936, 0.49021108134512936, 0.49021108134512936]"
population;cost900.0,"[0.4902570775000341, 0.4902570775000341, 0.4902570775000341, 0.4902570775000341, 0.4902570775000341]"
population;cost99.0,[0.27608742237200434]
treecover;cost100.0,"[0.6568577318953925, 0.6568577318953925]"
treecover;cost1000.0,"[0.7778744147738743, 0.7778744147738743]"
