label,Test R2
elevation;cost1000,[0.3890647098643142]
elevation;cost1491,[0.4395798955336584]
elevation;cost1492,[0.41421067666579037]
elevation;cost1495,[0.4714586694822548]
elevation;cost1496,[0.41711361766676447]
elevation;cost1498,[0.4250898092046689]
elevation;cost1992,[0.4823109344225297]
elevation;cost1994,[0.5155334377217538]
elevation;cost1997,[0.4987845253513121]
elevation;cost1999,"[0.4659339511960098, 0.471760402298544]"
elevation;cost2492,"[0.4889764448431637, 0.4883434055763042]"
elevation;cost2494,[0.5025545934966528]
elevation;cost2498,[0.5121197308315616]
elevation;cost2500,[0.5035246734021381]
elevation;cost2991,[0.5230626415289801]
elevation;cost2992,[0.5059397401079095]
elevation;cost2993,[0.518559427217113]
elevation;cost2995,[0.5339901780207689]
elevation;cost3000,[0.512749970123282]
elevation;cost3492,[0.507384383099031]
elevation;cost3493,[0.5158672748504046]
elevation;cost3494,[0.5205335768149246]
elevation;cost3495,[0.5141199909401255]
elevation;cost3498,[0.5228779791877867]
elevation;cost3991,[0.5315134253643028]
elevation;cost3994,"[0.539207834926472, 0.5147628028880569]"
elevation;cost3996,"[0.5108847192282906, 0.5297051623592242]"
elevation;cost4492,[0.5444707747334708]
elevation;cost4495,[0.5240533560823157]
elevation;cost4496,"[0.5418097808652906, 0.5321185860863498]"
elevation;cost4497,[0.542376810644935]
elevation;cost491,"[0.27772350808664914, 0.266355093443186, 0.3159109555074423]"
elevation;cost492,[0.2802014688759181]
elevation;cost4992,[0.558314652545183]
elevation;cost4998,"[0.5552128561067134, 0.5410938523119008]"
elevation;cost4999,[0.5542450133791543]
elevation;cost500,[0.29849140979643196]
elevation;cost5000,[0.538708318661294]
elevation;cost991,[0.31863814402828117]
elevation;cost992,[0.45011148900499]
elevation;cost993,[0.41039017805071376]
elevation;cost995,[0.4129573964074206]
population;cost1496,[0.4950143675015818]
population;cost1497,[0.4236926801499087]
population;cost1498,"[0.4887038242706927, 0.4815011756120512]"
population;cost1500,[0.50463163042784]
population;cost1991,[0.47545427831603737]
population;cost1992,[0.5002199080193651]
population;cost1994,[0.5078249249393995]
population;cost1997,[0.48838230473287303]
population;cost2000,[0.5004754073359021]
population;cost2494,[0.49066267376503325]
population;cost2495,[0.5270469685764225]
population;cost2496,[0.5180209276460144]
population;cost2498,[0.5086919012337895]
population;cost2499,[0.496727846822301]
population;cost2991,"[0.5338817427181954, 0.5119710533118056]"
population;cost2992,[0.517030758559638]
population;cost2997,"[0.48511534602203343, 0.5362898295037263]"
population;cost3493,[0.5421030499761509]
population;cost3495,[0.5159853012927903]
population;cost3496,[0.5472550213936045]
population;cost3499,[0.5465765083125433]
population;cost3500,[0.5282929211565592]
population;cost3992,"[0.5469614825922355, 0.5479732801465241]"
population;cost3997,[0.5410559492728626]
population;cost4000,"[0.5567282342944025, 0.5212426551110769]"
population;cost4493,[0.55924966998453]
population;cost4494,"[0.5474504134300666, 0.5380226375747323]"
population;cost4499,[0.5463339353055842]
population;cost4500,[0.5565774605486319]
population;cost491,[0.29657265454798376]
population;cost492,[0.27320066761431616]
population;cost494,"[0.21503892790397827, 0.3272304597949157]"
population;cost495,[0.30233095526257514]
population;cost4992,"[0.5489856224126501, 0.5612328883240563]"
population;cost4995,[0.5401216926996392]
population;cost4996,[0.5413063384330326]
population;cost4997,[0.5720218947664545]
population;cost993,[0.4615839882028704]
population;cost994,[0.17519412052358874]
population;cost995,[0.3956595698528168]
population;cost997,"[0.4636717925084146, 0.41362714554923086]"
treecover;cost1000,[0.7256079341072177]
treecover;cost1491,[0.7738927853950439]
treecover;cost1492,[0.7053740676195267]
treecover;cost1495,[0.7910768105790004]
treecover;cost1496,[0.7739885424278184]
treecover;cost1498,[0.7223220588549032]
treecover;cost1992,[0.7697455795751175]
treecover;cost1994,[0.7191360294728282]
treecover;cost1997,[0.7983791572820205]
treecover;cost1999,"[0.8009953927528456, 0.7435832664495667]"
treecover;cost2492,"[0.7909330508366142, 0.7855563804891667]"
treecover;cost2494,[0.79393113161334]
treecover;cost2498,[0.8022558421675793]
treecover;cost2500,[0.8070787719066469]
treecover;cost2991,[0.8144138092856128]
treecover;cost2992,[0.7990098847871745]
treecover;cost2993,[0.8072866275942436]
treecover;cost2995,[0.8069479052149977]
treecover;cost3000,[0.8079024394609089]
treecover;cost3492,[0.8211016356839265]
treecover;cost3493,[0.8204588796226452]
treecover;cost3494,[0.8160586391594291]
treecover;cost3495,[0.8096225635144364]
treecover;cost3498,[0.813930905091142]
treecover;cost3991,[0.8225751989761194]
treecover;cost3994,"[0.8282121021941514, 0.8236781624892197]"
treecover;cost3996,"[0.815327564435741, 0.8158059714693598]"
treecover;cost4492,[0.8273232851344013]
treecover;cost4495,[0.8215622000804456]
treecover;cost4496,"[0.8250921149741602, 0.8304095111705988]"
treecover;cost4497,[0.821346455653122]
treecover;cost491,"[0.5298392135597236, 0.5293206866443887, 0.5929438619255216]"
treecover;cost492,[0.596751250935674]
treecover;cost4992,[0.8324386178509369]
treecover;cost4998,"[0.8199478177196627, 0.8345196808217024]"
treecover;cost4999,[0.8318112747362499]
treecover;cost500,[0.5200209103962743]
treecover;cost5000,[0.8217337565682241]
treecover;cost991,[0.6107158020985108]
treecover;cost992,[0.7393981387215269]
treecover;cost993,[0.6905430302938396]
treecover;cost995,[0.7242433949573142]
