label,Test R2
elevation;cost1003,[0.4459108715828197]
elevation;cost1004,"[0.4060771088256384, 0.4060771088256384]"
elevation;cost1495,[0.46064248014351095]
elevation;cost1496,"[0.45908162168768807, 0.45908162168768807, 0.45908162168768807, 0.45908162168768807]"
elevation;cost1998,"[0.4835266758510466, 0.4835266758510466, 0.4835266758510466, 0.4835266758510466, 0.4835266758510466]"
elevation;cost2499,[0.49303041715851015]
elevation;cost2500,"[0.49413064164871223, 0.49413064164871223, 0.49413064164871223, 0.49413064164871223]"
elevation;cost3002,"[0.5042687629241973, 0.5042687629241973, 0.5042687629241973, 0.5042687629241973, 0.5042687629241973]"
elevation;cost3493,[0.5187325857302155]
elevation;cost3494,"[0.5225746075893067, 0.5225746075893067, 0.5225746075893067]"
elevation;cost3504,[0.5250644804170295]
elevation;cost3995,[0.5347086783446702]
elevation;cost3996,"[0.5364600698024333, 0.5364600698024333]"
elevation;cost4005,[0.5346582016578455]
elevation;cost4006,[0.5406491988626586]
elevation;cost4498,"[0.5500902693831967, 0.5500902693831967]"
elevation;cost4507,"[0.5434263738387526, 0.5434263738387526, 0.5434263738387526]"
elevation;cost492,[0.31560778326020056]
elevation;cost5000,"[0.5422237414313844, 0.5422237414313844, 0.5422237414313844, 0.5422237414313844, 0.5422237414313844]"
elevation;cost502,"[0.30284090183552737, 0.30284090183552737, 0.30284090183552737, 0.30284090183552737]"
elevation;cost994,"[0.4380297324477148, 0.4380297324477148]"
population;cost1005,"[0.39902459737650064, 0.39902459737650064]"
population;cost1493,[0.4690558907349447]
population;cost1502,"[0.4605951370086083, 0.4605951370086083]"
population;cost1503,"[0.47030845513467323, 0.47030845513467323]"
population;cost2000,"[0.48246615697177964, 0.48246615697177964, 0.48246615697177964, 0.48246615697177964, 0.48246615697177964]"
population;cost2497,"[0.4965549938203574, 0.4965549938203574, 0.4965549938203574]"
population;cost2498,[0.4803668093495367]
population;cost2507,[0.5075004991503054]
population;cost2995,"[0.5230644109217792, 0.5230644109217792, 0.5230644109217792, 0.5230644109217792]"
population;cost3005,[0.49200000846923897]
population;cost3492,[0.5366773444486725]
population;cost3493,[0.5348205905797345]
population;cost3502,"[0.5371165585407437, 0.5371165585407437, 0.5371165585407437]"
population;cost3999,"[0.547219048325521, 0.547219048325521]"
population;cost4000,"[0.5429869533283491, 0.5429869533283491, 0.5429869533283491]"
population;cost4497,"[0.5467724423691107, 0.5467724423691107, 0.5467724423691107]"
population;cost4507,"[0.5468940107617619, 0.5468940107617619]"
population;cost497,"[0.3774781504229898, 0.3774781504229898, 0.3774781504229898]"
population;cost498,"[0.3962035221086161, 0.3962035221086161]"
population;cost5004,[0.5414962831235942]
population;cost5005,"[0.5507100121716126, 0.5507100121716126, 0.5507100121716126, 0.5507100121716126]"
population;cost995,"[0.3856354591999023, 0.3856354591999023, 0.3856354591999023]"
treecover;cost1003,[0.7817417387048311]
treecover;cost1004,"[0.7821781824053616, 0.7821781824053616]"
treecover;cost1495,[0.7870857479852746]
treecover;cost1496,"[0.7932586126753534, 0.7932586126753534, 0.7932586126753534, 0.7932586126753534]"
treecover;cost1998,"[0.8137404286652563, 0.8137404286652563, 0.8137404286652563, 0.8137404286652563, 0.8137404286652563]"
treecover;cost2499,[0.8209150633077895]
treecover;cost2500,"[0.8270265598339576, 0.8270265598339576, 0.8270265598339576, 0.8270265598339576]"
treecover;cost3002,"[0.8300795936470541, 0.8300795936470541, 0.8300795936470541, 0.8300795936470541, 0.8300795936470541]"
treecover;cost3493,[0.8376157349051863]
treecover;cost3494,"[0.8375855683919575, 0.8375855683919575, 0.8375855683919575]"
treecover;cost3504,[0.8331942480549304]
treecover;cost3995,[0.8437177846578428]
treecover;cost3996,"[0.8437083761524853, 0.8437083761524853]"
treecover;cost4005,[0.8438724889407134]
treecover;cost4006,[0.8438656566320327]
treecover;cost4498,"[0.8405386830745534, 0.8405386830745534]"
treecover;cost4507,"[0.8405692854721277, 0.8405692854721277, 0.8405692854721277]"
treecover;cost492,[0.7489562152081557]
treecover;cost5000,"[0.854395100364981, 0.854395100364981, 0.854395100364981, 0.854395100364981, 0.854395100364981]"
treecover;cost502,"[0.7543606947119778, 0.7543606947119778, 0.7543606947119778, 0.7543606947119778]"
treecover;cost994,"[0.7806804462935237, 0.7806804462935237]"
