label,Test Avg R2,Test Std R2
population;budget1000.0,-1.491736093665072,1.2850225086295672
population;budget10000.0,0.34962628724468625,0.030533221604978962
population;budget100000.0,0.5210038181423469,0.004204966454575847
population;budget1000000.0,0.5693650168686729,0.0052840540745956715
population;budget10000000.0,0.6522908688091704,1.5908704124199014e-13
population;budget100000000.0,0.7360931298071286,1.1456869027735944e-13
population;budget1000000000.0,0.7360931298071286,1.1456869027735944e-13
treecover;budget1000.0,-0.32206893983229967,0.5628428220280937
treecover;budget10000.0,0.7099470980284275,0.03564345541159101
treecover;budget100000.0,0.841179927378054,0.011108265644125629
treecover;budget1000000.0,0.8920131795355685,0.002189933444763663
treecover;budget10000000.0,0.8998301565557627,3.4842989674511326e-12
treecover;budget100000000.0,0.9293247854023938,1.266086054090797e-12
treecover;budget1000000000.0,0.9293247854023938,1.266086054090797e-12
elevation;budget1000.0,-1.127141512265215,0.8089281627123078
elevation;budget10000.0,0.20594871574558624,0.09995031818899394
elevation;budget100000.0,0.3984975351839455,0.008581609058394524
elevation;budget1000000.0,0.5271904590500863,0.007387518650310685
elevation;budget10000000.0,0.6782018449764416,7.944539510133974e-12
elevation;budget100000000.0,0.8060499876542131,4.499662547855297e-12
elevation;budget1000000000.0,0.8060499876542131,4.499662547855297e-12
