label,Test R2
treecover;cost1499.0,"[0.7600908755856296, 0.7605339377023276]"
treecover;cost1500.0,"[0.7605481317741885, 0.759303243507393, 0.7602511711257769]"
treecover;cost198.0,[0.6563918615954445]
treecover;cost199.0,[0.6639154921871748]
treecover;cost200.0,"[0.6664791198459894, 0.6563126513998785]"
treecover;cost201.0,[0.6589618576776963]
treecover;cost298.0,[0.700793396872712]
treecover;cost299.0,[0.7076794345852084]
treecover;cost300.0,[0.70761028830713]
treecover;cost301.0,"[0.6999652040306674, 0.708094741844276]"
treecover;cost398.0,[0.7066022735783191]
treecover;cost401.0,"[0.7064886674864852, 0.7083951093699308, 0.7059606783891331]"
treecover;cost402.0,[0.7083500007785793]
treecover;cost499.0,"[0.6925061931160457, 0.6914404748238869]"
treecover;cost501.0,"[0.7029065101209516, 0.6991171208653297, 0.7011748355119881]"
treecover;cost598.0,[0.7185952627674169]
treecover;cost599.0,[0.7184514514638523]
treecover;cost600.0,"[0.7169826279682674, 0.7167890356211667, 0.7170691370330773]"
treecover;cost698.0,[0.7355783620313622]
treecover;cost699.0,"[0.733596974458065, 0.7355820413923179]"
treecover;cost700.0,"[0.732986621179122, 0.7356852469728625]"
treecover;cost799.0,[0.7338270188263052]
treecover;cost800.0,"[0.7318562208354463, 0.7389935327662835]"
treecover;cost801.0,[0.7356141309046849]
treecover;cost802.0,[0.7337536759727659]
treecover;cost899.0,"[0.7255782233398005, 0.7278376715756116]"
treecover;cost900.0,"[0.728290685975107, 0.7275582715175966]"
treecover;cost902.0,[0.7276400240585521]
treecover;cost98.0,[0.6311544753354688]
treecover;cost99.0,[0.6724572380671678]
treecover;cost999.0,[0.730738342789778]
