label,Test R2
elevation;cost1000,[0.45172917458084394]
elevation;cost1495,[0.5086082866922774]
elevation;cost1496,[0.48782070994655424]
elevation;cost1498,[0.4913385030927164]
elevation;cost1499,[0.5103723314776216]
elevation;cost1500,[0.4965836690201967]
elevation;cost1992,[0.5274960627853043]
elevation;cost1993,[0.5281313748976623]
elevation;cost1999,"[0.5123307362527068, 0.5110126535405941]"
elevation;cost2000,[0.510395771515693]
elevation;cost2492,[0.536414768806889]
elevation;cost2496,[0.5352741273496223]
elevation;cost2497,[0.5548162696436749]
elevation;cost2499,[0.5304338062509506]
elevation;cost2500,[0.543572860194061]
elevation;cost2993,[0.5540054090127635]
elevation;cost2995,[0.5535780853452124]
elevation;cost2996,"[0.5481067725308802, 0.5683856996534961]"
elevation;cost2998,[0.5760075592353178]
elevation;cost3492,[0.5866556908326412]
elevation;cost3494,[0.5815450193684508]
elevation;cost3499,[0.5841487812710648]
elevation;cost3500,"[0.5884938045314644, 0.5714822337726944]"
elevation;cost3997,[0.5890769558453599]
elevation;cost3999,[0.5991241315068737]
elevation;cost4000,"[0.60228277982848, 0.5920575721315152, 0.5694608742556524]"
elevation;cost4492,[0.6101262162145249]
elevation;cost4496,[0.5925181772055008]
elevation;cost4497,[0.6037744487444621]
elevation;cost4500,"[0.6097450803861534, 0.5955206857558841]"
elevation;cost491,[0.450203125146154]
elevation;cost492,[0.2946470300244346]
elevation;cost493,[0.31563597478444916]
elevation;cost499,[0.3753159245508494]
elevation;cost4991,[0.6181470202011766]
elevation;cost4992,"[0.6079573377530892, 0.6043429265512956]"
elevation;cost4994,[0.5957609227838268]
elevation;cost500,[0.38760832164193093]
elevation;cost5000,[0.6216101631672399]
elevation;cost991,[0.48086608672133035]
elevation;cost993,[0.4490817086343333]
elevation;cost994,[0.44478683751748604]
elevation;cost997,[0.4391353847936401]
population;cost1493,[0.5012811269757083]
population;cost1496,[0.5071730033885749]
population;cost1499,[0.5111013610150537]
population;cost1500,"[0.5214161196805458, 0.4995615701057696]"
population;cost1991,[0.5348205745355508]
population;cost1996,[0.5402801767605842]
population;cost1997,[0.5383502016862212]
population;cost1998,[0.4806634191341147]
population;cost2000,[0.5311899880587986]
population;cost2493,"[0.5411272952673313, 0.5583262601779292]"
population;cost2494,[0.5471425361512336]
population;cost2497,[0.5212426551110769]
population;cost2500,[0.5367005294582541]
population;cost2994,"[0.5344985101307635, 0.5581128127171926]"
population;cost2996,[0.5486374287271812]
population;cost2997,[0.5524601864286761]
population;cost3000,[0.5383137736568423]
population;cost3491,[0.5399490319335462]
population;cost3493,[0.5660929035986219]
population;cost3495,"[0.5574245094152772, 0.5736193952217549]"
population;cost3500,[0.5518679103207751]
population;cost3996,"[0.5676646540079353, 0.5801663983363596, 0.5698127807858808]"
population;cost3999,[0.5765628880108751]
population;cost4000,[0.5485544518073199]
population;cost4492,[0.5852554972125503]
population;cost4495,[0.5907586557549005]
population;cost4497,[0.5856024172155758]
population;cost4500,"[0.5751981420585364, 0.560950581198002]"
population;cost492,[0.36309037192153804]
population;cost494,[0.3843031242319612]
population;cost498,"[0.4346002604128538, 0.21590251989281262]"
population;cost4993,"[0.5859952168651459, 0.5771773640177326]"
population;cost4994,[0.5993519949420673]
population;cost4996,[0.5872524895174205]
population;cost500,[0.38809633913034314]
population;cost5000,[0.6009281477609758]
population;cost995,[0.4989276861577516]
population;cost997,"[0.49391260967706596, 0.4744475783971208]"
population;cost998,"[0.5022822491129351, 0.4847834715175501]"
treecover;cost1000,[0.7200800580919541]
treecover;cost1495,[0.8132501244692071]
treecover;cost1496,[0.7851809756112391]
treecover;cost1498,[0.7870225344761455]
treecover;cost1499,[0.7987134839478054]
treecover;cost1500,[0.7858175504033341]
treecover;cost1992,[0.8139938899683073]
treecover;cost1993,[0.8117596915987553]
treecover;cost1999,"[0.8071762269873268, 0.826072394233391]"
treecover;cost2000,[0.8237163378547435]
treecover;cost2492,[0.8288356458223693]
treecover;cost2496,[0.8228012647466177]
treecover;cost2497,[0.8270450009603498]
treecover;cost2499,[0.827453583568942]
treecover;cost2500,[0.8236240583609615]
treecover;cost2993,[0.836958269124054]
treecover;cost2995,[0.8322301816852035]
treecover;cost2996,"[0.8179707669384038, 0.8381092492666848]"
treecover;cost2998,[0.826741365476725]
treecover;cost3492,[0.8442891767013831]
treecover;cost3494,[0.8479909978673428]
treecover;cost3499,[0.832326749294896]
treecover;cost3500,"[0.834785446300551, 0.8240002168092841]"
treecover;cost3997,[0.8345085639393149]
treecover;cost3999,[0.8391657818967949]
treecover;cost4000,"[0.8438245409268239, 0.8553406429569783, 0.8506884560296285]"
treecover;cost4492,[0.8472749831479751]
treecover;cost4496,[0.8386277194240872]
treecover;cost4497,[0.8508937925480939]
treecover;cost4500,"[0.8475445827330798, 0.8599851298560794]"
treecover;cost491,[0.7093739403783746]
treecover;cost492,[0.7352559085123517]
treecover;cost493,[0.6755644612210743]
treecover;cost499,[0.6769208850932164]
treecover;cost4991,[0.8496214285514956]
treecover;cost4992,"[0.8630675440461735, 0.8552348058713088]"
treecover;cost4994,[0.8451219477217169]
treecover;cost500,[0.736772433515157]
treecover;cost5000,[0.8492976577220602]
treecover;cost991,[0.7968804500653534]
treecover;cost993,[0.7912339779628653]
treecover;cost994,[0.7379520965964503]
treecover;cost997,[0.779904764497503]
