label,Cost,Test R2
elevation,1000.0,0.051605617106902035
elevation,1000.0,0.12569012111208067
elevation,1000.0,0.06009030344929478
elevation,1000.0,0.07384328785759642
elevation,1000.0,0.10454112879718436
elevation,1500.0,0.08381887078393835
elevation,1500.0,0.09311973218576486
elevation,1500.0,0.06084173363419987
elevation,1500.0,0.07170732237825073
elevation,1500.0,0.07859922484530701
elevation,2000.0,0.05314745121348474
elevation,2000.0,0.09027898687837022
elevation,2000.0,0.08181704755918517
elevation,2000.0,0.07652109987525868
elevation,2000.0,0.07853029439202619
elevation,2500.0,0.005807178164669802
elevation,2500.0,0.08838015111802189
elevation,2500.0,0.0560728987062431
elevation,2500.0,0.06429164272703936
elevation,2500.0,0.06775931014557723
elevation,3000.0,0.019065306311415342
elevation,3000.0,0.06750646290813433
elevation,3000.0,0.0657680159357017
elevation,3000.0,0.061876336541311194
elevation,3000.0,0.06035911551353301
elevation,3500.0,0.01629877588514872
elevation,3500.0,0.050009081414277734
elevation,3500.0,0.05374686527413963
elevation,3500.0,0.06004946653576915
elevation,3500.0,0.0630051337631854
elevation,4000.0,0.040749537801130775
elevation,4000.0,0.04757070132205887
elevation,4000.0,0.04729758321176758
elevation,4000.0,0.0411509048285118
elevation,4000.0,0.07093966784585826
elevation,4500.0,0.051549173307209206
elevation,4500.0,0.04393968378543267
elevation,4500.0,0.05078295378320108
elevation,4500.0,0.045641853290838585
elevation,4500.0,0.06567608504306788
elevation,500.0,0.08978525471471877
elevation,500.0,0.06651481632693335
elevation,500.0,-0.25547540533496393
elevation,500.0,0.08653457879429227
elevation,500.0,0.06293875541814753
elevation,5000.0,0.05318098857240139
elevation,5000.0,0.044399258780952966
elevation,5000.0,0.054322135118786585
elevation,5000.0,0.06976230565436603
elevation,5000.0,0.06107213934893552
population,1000.0,0.5424297003671149
population,1000.0,0.5505633490460035
population,1000.0,0.5669732500198383
population,1000.0,0.5346234818747778
population,1000.0,0.533232486732562
population,1500.0,0.55063138523391
population,1500.0,0.573372081457437
population,1500.0,0.5443867223810448
population,1500.0,0.5357065823007272
population,1500.0,0.5522146516688633
population,2000.0,0.5358124332948284
population,2000.0,0.5803298158653014
population,2000.0,0.5740632786305564
population,2000.0,0.5317985537933814
population,2000.0,0.5489026031506326
population,2500.0,0.5521457568212249
population,2500.0,0.5236286328046782
population,2500.0,0.5901130909578878
population,2500.0,0.5539743984399577
population,2500.0,0.5660336668898294
population,3000.0,0.5719495172837556
population,3000.0,0.5392946265708258
population,3000.0,0.5925470660600662
population,3000.0,0.5692730045108947
population,3000.0,0.571048836301806
population,3500.0,0.5719706958135977
population,3500.0,0.5564354667659716
