label,Test R2
population;cost1200.0,"[-0.16332883552407895, -0.15182878456216176, -0.16332883552407895, -0.16332883552407895, -0.16332883552407895]"
population;cost1299.0,"[-0.1683877031252754, -0.1683877031252754]"
population;cost1300.0,"[-0.16657202571229135, -0.16657202571229135, -0.16657202571229135]"
population;cost1399.0,"[-0.2934445454430257, -0.2934445454430257]"
population;cost1400.0,[-0.29317461109609977]
population;cost1401.0,"[-0.29313188398423606, -0.29313188398423606]"
population;cost1499.0,[-0.3356580239456928]
population;cost1500.0,"[-0.33556684966793027, -0.33556684966793027, -0.33556684966793027, -0.33556684966793027]"
population;cost199.0,"[-0.005448409194703796, -0.005448409194703796]"
population;cost200.0,"[0.022073955151679314, -0.12149484789911003, -0.12149484789911003]"
population;cost299.0,"[0.08974629142188095, 0.08974629142188095, 0.08974629142188095]"
population;cost300.0,"[0.044696245938336765, 0.044696245938336765]"
population;cost399.0,"[-0.032823362777193665, -0.032823362777193665]"
population;cost400.0,"[-0.015391087768956035, -0.015391087768956035, -0.015391087768956035]"
population;cost499.0,"[-0.0953704444670942, -0.0953704444670942]"
population;cost500.0,[-0.0743133885183418]
population;cost501.0,"[-0.06296085925010564, -0.06296085925010564]"
population;cost599.0,[-0.12829631372755457]
population;cost600.0,"[-0.13299416909117912, -0.122771843594224, -0.122771843594224, -0.13299416909117912]"
population;cost699.0,"[-0.20246465229323696, -0.20246465229323696]"
population;cost700.0,"[-0.18635711282133438, -0.17319857438018027]"
population;cost701.0,[-0.1512984125720367]
population;cost799.0,[-0.1436632596469165]
population;cost800.0,"[-0.14203562561996796, -0.14203562561996796, -0.14203562561996796, -0.14203562561996796]"
population;cost899.0,"[-0.22392591948198137, -0.22392591948198137]"
population;cost900.0,"[-0.18028938366268688, -0.18028938366268688, -0.18028938366268688]"
population;cost99.0,"[-0.4061951479414754, -0.4061951479414754, -0.4061951479414754, -0.4061951479414754]"
population;cost999.0,"[-0.14976045626429668, -0.14976045626429668, -0.14976045626429668, -0.14976045626429668]"
treecover;cost100.0,"[-0.6217777315614454, -0.5492507633297912]"
treecover;cost1000.0,"[0.07812186345432648, 0.07812186345432648]"
treecover;cost1001.0,"[0.10402971537968109, 0.10402971537968109]"
treecover;cost101.0,[-0.4298402261798744]
treecover;cost1099.0,[0.12025792481234665]
treecover;cost1100.0,"[0.11943324251448595, 0.11943324251448595, 0.11943324251448595, 0.10768692982348127]"
treecover;cost1200.0,"[0.12979214345266288, 0.14002763274814845, 0.14002763274814845]"
treecover;cost1201.0,"[0.14104487919489628, 0.14104487919489628]"
treecover;cost1299.0,[0.1761860734549925]
treecover;cost1300.0,"[0.1652591023415415, 0.17560634694256194, 0.1652591023415415]"
treecover;cost1301.0,[0.1519709661744304]
treecover;cost1399.0,"[0.12591656023176734, 0.12591656023176734]"
treecover;cost1400.0,"[0.12746715625108773, 0.12746715625108773, 0.12746715625108773]"
treecover;cost1499.0,[0.15111180264509094]
treecover;cost1500.0,"[0.14236065124497055, 0.14236065124497055, 0.15081380604423156, 0.14236065124497055]"
treecover;cost199.0,"[-0.16440016342150066, -0.16440016342150066]"
treecover;cost200.0,"[-0.1713357786655325, -0.2017077183733711]"
treecover;cost201.0,[-0.24813628961716394]
treecover;cost300.0,"[-0.11605541969973898, -0.1502265998843697, -0.1502265998843697]"
treecover;cost301.0,"[-0.2083163720842678, -0.2083163720842678]"
treecover;cost399.0,[0.11083224818978754]
treecover;cost400.0,"[0.09685334816448876, 0.09685334816448876, 0.09685334816448876, 0.09685334816448876]"
treecover;cost500.0,"[-0.010382741682401608, -0.010382741682401608, -0.010382741682401608, -0.010382741682401608]"
treecover;cost501.0,[0.04635930760595186]
treecover;cost599.0,"[0.028064776846651318, 0.028064776846651318]"
treecover;cost600.0,"[-0.007435621378931723, -0.007435621378931723]"
treecover;cost601.0,[0.027743420576072597]
treecover;cost699.0,[0.0843881136584389]
treecover;cost700.0,"[0.05886284584610113, 0.05886284584610113, 0.05886284584610113]"
treecover;cost701.0,[0.05915725628740509]
treecover;cost800.0,"[0.037224967989600954, 0.01018121914752157, 0.01018121914752157, 0.037224967989600954]"
treecover;cost801.0,[-0.014155557239771577]
treecover;cost900.0,"[0.023210109854427285, 0.023210109854427285, 0.023210109854427285, 0.023210109854427285, 0.023210109854427285]"
treecover;cost99.0,"[-0.37055325410752715, -0.37055325410752715]"
treecover;cost999.0,[0.04676647115691657]
