label,Test R2
elevation;cost100.0,"[-0.5404445728116996, -0.5287650279012701]"
elevation;cost1000.0,"[-0.712167801610361, -0.712167801610361]"
elevation;cost1001.0,"[-0.7100842566552068, -0.7100842566552068]"
elevation;cost101.0,[-0.5278332400831056]
elevation;cost1099.0,[-0.6389350188171343]
elevation;cost1100.0,"[-0.64123613557035, -0.64123613557035, -0.64123613557035, -0.6421096150907228]"
elevation;cost1200.0,"[-0.6174297557173394, -0.6169419074014868, -0.6169419074014868]"
elevation;cost1201.0,"[-0.6175895891772976, -0.6175895891772976]"
elevation;cost1299.0,[-0.6279452891894239]
elevation;cost1300.0,"[-0.6326092677291053, -0.6306947117810524, -0.6326092677291053]"
elevation;cost1301.0,[-0.6327698905725123]
elevation;cost1399.0,"[-0.64196260926886, -0.64196260926886]"
elevation;cost1400.0,"[-0.6426654609229934, -0.6426654609229934, -0.6426654609229934]"
elevation;cost1499.0,[-0.6169277081753932]
elevation;cost1500.0,"[-0.6164866325746932, -0.6164866325746932, -0.6215042892997888, -0.6164866325746932]"
elevation;cost199.0,"[-0.6167070084240758, -0.6167070084240758]"
elevation;cost200.0,"[-0.6402918525171828, -0.6358929302888701]"
elevation;cost201.0,[-0.6582559307865521]
elevation;cost300.0,"[-0.6432479042750574, -0.651751054102895, -0.651751054102895]"
elevation;cost301.0,"[-0.6588057244078458, -0.6588057244078458]"
elevation;cost399.0,[-0.6233710674441411]
elevation;cost400.0,"[-0.6214115435413214, -0.6214115435413214, -0.6214115435413214, -0.6214115435413214]"
elevation;cost500.0,"[-0.5944138158564847, -0.5944138158564847, -0.5944138158564847, -0.5944138158564847]"
elevation;cost501.0,[-0.6042993295115404]
elevation;cost599.0,"[-0.615970948216717, -0.615970948216717]"
elevation;cost600.0,"[-0.615011533634781, -0.615011533634781]"
elevation;cost601.0,[-0.6150198078499318]
elevation;cost699.0,[-0.564038891155479]
elevation;cost700.0,"[-0.5642715060932777, -0.5642715060932777, -0.5642715060932777]"
elevation;cost701.0,[-0.5600934382953708]
elevation;cost800.0,"[-0.6398625364166817, -0.636766789063572, -0.636766789063572, -0.6398625364166817]"
elevation;cost801.0,[-0.6380853515106186]
elevation;cost900.0,"[-0.6644367131295055, -0.6644367131295055, -0.6644367131295055, -0.6644367131295055, -0.6644367131295055]"
elevation;cost99.0,"[-0.5432887982122647, -0.5432887982122647]"
elevation;cost999.0,[-0.7103041118170303]
population;cost1000.0,[-0.17127565213235063]
population;cost101.0,[-0.2764277716305159]
population;cost1100.0,"[-0.16081250351406018, -0.16081250351406018, -0.16081250351406018, -0.16081250351406018, -0.16081250351406018]"
