label,Test R2
treecover;cost1000.0,"[0.7746851981435376, 0.7669929511781709, 0.7833348266682968, 0.7611887398508937, 0.7650140993162275]"
treecover;cost1100.0,"[0.7770308468119201, 0.766896934627736, 0.7867404075684059, 0.7698948917512991, 0.7713446607100166]"
treecover;cost1200.0,"[0.7856427833905784, 0.7753374557779205, 0.7896435548788558, 0.7695903791629859, 0.7739012536617675]"
treecover;cost1300.0,"[0.7947039137400478, 0.7847549707011899, 0.7920408365284224, 0.7731800171387724, 0.7745219967970358]"
treecover;cost1400.0,"[0.7954823946183709, 0.7962324191285455, 0.7985997175719349, 0.7670785773999703, 0.7801408162610004]"
treecover;cost1500.0,"[0.7928271763573753, 0.7965715870965098, 0.8059850424513877, 0.7693055174135521, 0.7882796058332259]"
treecover;cost200.0,"[0.696353995246511, 0.629790254250615, 0.5637200428875382, 0.5719067923107004, 0.5494981108505775]"
treecover;cost300.0,"[0.6861885732199752, 0.6663974237855662, 0.6289190968514085, 0.6737683354282538, 0.639252469928456]"
treecover;cost400.0,"[0.7095665560201128, 0.6866172978877817, 0.718263695769038, 0.6705622187746259, 0.650366683339054]"
treecover;cost500.0,"[0.7077639630806688, 0.7179858867359119, 0.7413490206067024, 0.6801268111018118, 0.7076351155179257]"
treecover;cost600.0,"[0.75561773727028, 0.739482985590493, 0.7739693459324569, 0.6885599841192034, 0.7311355235564878]"
treecover;cost700.0,"[0.7381914882619904, 0.7248059993575817, 0.773277418983936, 0.6993956992258816, 0.7429217088816886]"
treecover;cost800.0,"[0.7491361839638646, 0.754813681522265, 0.780299445869867, 0.7278103348886555, 0.7510750758633522]"
treecover;cost900.0,"[0.7612900996479365, 0.7574127760800735, 0.785785403466858, 0.754336774112531, 0.7519902122525566]"
