label,Test R2
elevation;cost100.0,"[0.014347223001693554, 0.11349990012329769, -0.08044548933645657, 0.25262342237951296, 0.025676523383168948]"
elevation;cost1000.0,"[0.1585975907622731, 0.24364740622860948, 0.21253779820843832, 0.27672860208620975, 0.19296177315624363]"
elevation;cost1100.0,"[0.16717978232669894, 0.23577620225717588, 0.22090918636793022, 0.26239973251592397, 0.17951883857258166]"
elevation;cost1200.0,"[0.18100148176344166, 0.23084294772531477, 0.226142183981348, 0.27299606858887226, 0.16660988910650487]"
elevation;cost1300.0,"[0.19342700606741792, 0.2599949702677733, 0.21243098492754975, 0.269173607090181, 0.14742803815537353]"
elevation;cost1400.0,"[0.20587493063552853, 0.26080730535669205, 0.19539181795937488, 0.25406454892041086, 0.13204979794778193]"
elevation;cost1500.0,"[0.2090102322134535, 0.2473534520634263, 0.1892132180661904, 0.24917752442972552, 0.12223859174558127]"
elevation;cost200.0,"[0.12544700639342188, 0.05277157352856021, 0.015851247637466925, 0.21041213644499301, 0.13547318889393645]"
elevation;cost300.0,"[0.07329909282895797, 0.12943129719013913, 0.014546290223755642, 0.1583877835798645, 0.0852114230512232]"
elevation;cost400.0,"[0.0982926211675832, 0.1639499655791561, 0.10816796545019935, 0.21341257574982408, 0.10141284706192422]"
elevation;cost500.0,"[0.10124210006562773, 0.2049101673211512, 0.17104620281748173, 0.2117032457818966, 0.15700196095826346]"
elevation;cost600.0,"[0.12699455181688413, 0.21693397587145935, 0.10764230123146001, 0.23222204191255424, 0.14898864132908496]"
elevation;cost700.0,"[0.12006896384277643, 0.23089213857017132, 0.13544681081796828, 0.2492222352120964, 0.15181033881727313]"
elevation;cost800.0,"[0.15463013875772347, 0.24890693282168208, 0.1545373235040517, 0.24769311901117796, 0.18165574714238786]"
elevation;cost900.0,"[0.14671818114591928, 0.25290434435590425, 0.16331476100253128, 0.2508269932943612, 0.19004345037992865]"
population;cost100.0,"[0.13741109831214549, 0.23846278593788373, 0.27471029317248286, 0.23103301316845737, 0.22119004254700403]"
population;cost1000.0,"[0.47850984636854554, 0.49524194651987385, 0.506082747955187, 0.5055139994586447, 0.5233162037067136]"
population;cost1100.0,"[0.5207134192077381, 0.4844873402688331, 0.5021471916012529, 0.47796919625112766, 0.5209841515508165]"
population;cost1200.0,"[0.48248233920390116, 0.4862776483610789, 0.517057631019131, 0.4903316721717569, 0.5278532610419917]"
population;cost1300.0,"[0.4995674130817753, 0.5037789805309747, 0.5291774024807707, 0.5010369563108182, 0.51014712290809]"
population;cost1400.0,"[0.507247177506061, 0.5232760771326426, 0.5199639517175623, 0.511143535892063, 0.5076883197667236]"
population;cost1500.0,"[0.5141445157983282, 0.5181347930941815, 0.527812501386282, 0.5060854681756052, 0.49831256831735826]"
population;cost200.0,"[0.42593919781923983, 0.4521941102773568, 0.2629407240041447, 0.2703346930016559, 0.27368257988040845]"
population;cost300.0,"[0.47051882091616926, 0.4579140924677192, 0.34917087746621633, 0.4114109560987588, 0.3055481202750353]"
population;cost400.0,"[0.4575651255903266, 0.4393819447500361, 0.3590646107346124, 0.39301298810137353, 0.43726351300709754]"
population;cost500.0,"[0.4763900979237169, 0.4769119591873472, 0.4204699552808996, 0.45986101945899494, 0.4482080562422688]"
population;cost600.0,"[0.47812165581218025, 0.4571953575232529, 0.44175988929196486, 0.47675269121680597, 0.5123233769432881]"
population;cost700.0,"[0.4459477557500596, 0.4521372385073711, 0.5049911288531272, 0.4530201766849423, 0.5211442616438358]"
population;cost800.0,"[0.47941199898974907, 0.45185028724116305, 0.5053366711372602, 0.4962234498366527, 0.5182361455241848]"
population;cost900.0,"[0.5022616991034299, 0.4891633125018383, 0.5061063857509496, 0.5102203413327118, 0.5131732451809289]"
treecover;cost100.0,"[0.6796698774209724, 0.5730833381537325, 0.5722029192791263, 0.5608129182706549, 0.5399701246479085]"
