label,Test Avg R2,Test Std R2
population;budget10,-2.0234124056140024,2.4745403748912285
population;budget100,0.03885688950069728,0.4001518754756934
population;budget1000.0,0.37330196613194777,0.06330309925298916
population;budget10000.0,0.4614538413200492,0.007516912115173228
population;budget100000.0,0.45831415751117477,8.408191321108047e-13
elevation;budget10,-0.6076495125284825,0.4672609811801565
elevation;budget100,-3.0022256966514815,4.6090626402384185
elevation;budget1000.0,-0.18030345839947506,0.11856068520746099
elevation;budget10000.0,-0.13340589367768146,0.041142439566875105
elevation;budget100000.0,-0.278849351990638,0.008343814004736844
treecover;budget10,0.12557281159744538,0.143626521190018
treecover;budget100,0.5449909141504283,0.08762895877091838
treecover;budget1000.0,0.64319816375488,0.036326376807069016
treecover;budget10000.0,0.6146293446553079,0.018039031452811886
treecover;budget100000.0,0.5977227225437381,0.0008835539537380699
