label,Test R2
elevation;cost100.0,"[-0.5431152479718229, -0.6070155941253637, -0.6070155941253637]"
elevation;cost1000.0,"[0.1810169021786332, 0.1810169021786332, 0.1810169021786332, 0.1810169021786332]"
elevation;cost1001.0,[0.1848939891890018]
elevation;cost101.0,[-0.38997212626044875]
elevation;cost1100.0,"[0.19628542110647396, 0.19628542110647396, 0.19628542110647396, 0.19628542110647396]"
elevation;cost1101.0,[0.19612259067822058]
elevation;cost1200.0,"[0.19399766389685857, 0.19399766389685857, 0.19399766389685857, 0.19399766389685857, 0.19399766389685857]"
elevation;cost1299.0,[0.19070498760334975]
elevation;cost1300.0,"[0.19104146216103457, 0.19104146216103457, 0.1898088235884453, 0.19104146216103457]"
elevation;cost1399.0,[0.19036842953221056]
elevation;cost1400.0,"[0.1905053313035252, 0.189113851881465, 0.1905053313035252, 0.1905053313035252]"
elevation;cost1499.0,[0.195091869118183]
elevation;cost1500.0,"[0.19514019825969342, 0.19514019825969342, 0.19514019825969342, 0.19514019825969342]"
elevation;cost199.0,[-0.1500938473652731]
elevation;cost200.0,"[-0.05918513968190031, -0.16591139261298826, -0.16591139261298826]"
elevation;cost201.0,[-0.05429216096141487]
elevation;cost299.0,"[-0.15775958792558864, -0.15775958792558864]"
elevation;cost300.0,"[-0.14823400856121172, -0.14823400856121172, -0.14823400856121172]"
elevation;cost400.0,"[0.01815133146862491, 0.01815133146862491, 0.01815133146862491, 0.01815133146862491, 0.01815133146862491]"
elevation;cost499.0,[0.04251123342256513]
elevation;cost500.0,"[0.04575798940030018, 0.04575798940030018, 0.04575798940030018, 0.04575798940030018]"
elevation;cost599.0,"[0.12467842199904611, 0.12467842199904611, 0.12467842199904611]"
elevation;cost600.0,"[0.13092018869798128, 0.13092018869798128]"
elevation;cost699.0,"[0.15092291327202723, 0.15092291327202723]"
elevation;cost700.0,"[0.1500164898486107, 0.1500164898486107, 0.1500164898486107]"
elevation;cost799.0,[0.15315368617778602]
elevation;cost800.0,"[0.15314064213477674, 0.15314064213477674, 0.15314064213477674, 0.15314064213477674]"
elevation;cost899.0,"[0.15941595751617466, 0.15941595751617466]"
elevation;cost900.0,"[0.16209429321048452, 0.16209429321048452, 0.16209429321048452]"
elevation;cost99.0,[-0.03113431767557917]
population;cost100.0,"[0.07360187571241306, 0.07360187571241306, 0.07360187571241306, 0.07360187571241306, 0.07360187571241306]"
population;cost1000.0,[0.47216168014664117]
population;cost1001.0,[0.4587807527839757]
population;cost1099.0,[0.4617978872415254]
population;cost1100.0,"[0.46672315455810975, 0.46672315455810975, 0.47292367885993714, 0.46672315455810975]"
population;cost1200.0,"[0.4852517539238421, 0.4852517539238421, 0.4852517539238421, 0.4852517539238421, 0.4852517539238421]"
population;cost1299.0,"[0.4782655575038719, 0.4782655575038719, 0.4782655575038719]"
population;cost1301.0,"[0.49620976739522693, 0.49620976739522693]"
population;cost1400.0,"[0.46672242580504697, 0.46672242580504697, 0.46672242580504697, 0.46672242580504697, 0.46672242580504697]"
population;cost1499.0,[0.48227046784432515]
