label,Test R2
population;cost1500.0,"[0.4900603378928069, 0.4900603378928069, 0.4900603378928069, 0.4900603378928069]"
population;cost199.0,[0.413007724849904]
population;cost200.0,"[0.43037454849932255, 0.43037454849932255, 0.40102840299690923]"
population;cost201.0,[0.4014621884942935]
population;cost299.0,[0.44763697700991434]
population;cost300.0,"[0.4463476849507436, 0.4463476849507436, 0.4490497035952893, 0.4463476849507436]"
population;cost399.0,[0.46895142213175744]
population;cost400.0,"[0.4683300839781983, 0.4683300839781983, 0.4683300839781983, 0.4683300839781983]"
population;cost500.0,"[0.4876079179080204, 0.4876079179080204, 0.4876079179080204, 0.4876079179080204]"
population;cost501.0,[0.4878533624772392]
population;cost599.0,"[0.483805619853625, 0.483805619853625]"
population;cost600.0,[0.48288589262343506]
population;cost601.0,"[0.482670141034358, 0.482670141034358]"
population;cost699.0,[0.4914362901389183]
population;cost700.0,"[0.4785620734472438, 0.4785620734472438]"
population;cost701.0,"[0.4865266951606886, 0.4865266951606886]"
population;cost799.0,[0.4828228562284893]
population;cost800.0,[0.48293214969829756]
population;cost801.0,"[0.4825950660189873, 0.4825950660189873, 0.4825950660189873]"
population;cost900.0,"[0.482051836511196, 0.482051836511196, 0.482051836511196, 0.482051836511196]"
population;cost901.0,[0.47057172337577224]
population;cost999.0,"[0.4654462598586463, 0.4654462598586463, 0.4654462598586463]"
treecover;cost100.0,"[0.5954454045639156, 0.5990531138335474, 0.5990531138335474]"
treecover;cost1000.0,"[0.753884732671383, 0.753884732671383, 0.753884732671383, 0.753884732671383]"
treecover;cost1001.0,[0.7551694946094003]
treecover;cost101.0,[0.5941897448474762]
treecover;cost1100.0,"[0.7642399306350516, 0.7642399306350516, 0.7642399306350516, 0.7642399306350516]"
treecover;cost1101.0,[0.7673977930680709]
treecover;cost1200.0,"[0.7707705132873239, 0.7707705132873239, 0.7707705132873239, 0.7707705132873239, 0.7707705132873239]"
treecover;cost1299.0,[0.7681977616311194]
treecover;cost1300.0,"[0.769013170639109, 0.769013170639109, 0.7682934022008439, 0.769013170639109]"
treecover;cost1399.0,[0.779673479146803]
treecover;cost1400.0,"[0.7796346434739216, 0.7792295128694486, 0.7796346434739216, 0.7796346434739216]"
treecover;cost1499.0,[0.7773311524600586]
treecover;cost1500.0,"[0.7771410751389742, 0.7771410751389742, 0.7771410751389742, 0.7771410751389742]"
treecover;cost199.0,[0.5847087715212871]
treecover;cost200.0,"[0.5934061510988184, 0.5983321554807042, 0.5983321554807042]"
treecover;cost201.0,[0.5874945332446972]
treecover;cost299.0,"[0.6533531993858506, 0.6533531993858506]"
treecover;cost300.0,"[0.6586183038561209, 0.6586183038561209, 0.6586183038561209]"
treecover;cost400.0,"[0.6684470380788172, 0.6684470380788172, 0.6684470380788172, 0.6684470380788172, 0.6684470380788172]"
treecover;cost499.0,[0.6942911606192647]
treecover;cost500.0,"[0.6985222689441516, 0.6985222689441516, 0.6985222689441516, 0.6985222689441516]"
treecover;cost599.0,"[0.7270920584205928, 0.7270920584205928, 0.7270920584205928]"
treecover;cost600.0,"[0.7270938722084745, 0.7270938722084745]"
treecover;cost699.0,"[0.6960037269515277, 0.6960037269515277]"
treecover;cost700.0,"[0.7032835048052878, 0.7032835048052878, 0.7032835048052878]"
treecover;cost799.0,[0.7274461146268536]
treecover;cost800.0,"[0.7256995869330196, 0.7256995869330196, 0.7256995869330196, 0.7256995869330196]"
treecover;cost899.0,"[0.7464145966611561, 0.7464145966611561]"
treecover;cost900.0,"[0.7456147888893478, 0.7456147888893478, 0.7456147888893478]"
treecover;cost99.0,[0.647785593299089]
