label,Test R2
population;cost1100.0,"[0.4202516695334416, 0.4322348195735126, 0.4322348195735126, 0.4322348195735126]"
population;cost1199.0,[0.47379837366135313]
population;cost1200.0,"[0.46338795726609794, 0.46338795726609794, 0.46338795726609794]"
population;cost1201.0,[0.472824931481327]
population;cost1300.0,"[0.44674197248459646, 0.44674197248459646, 0.44674197248459646, 0.44674197248459646, 0.44674197248459646]"
population;cost1399.0,[0.49472926363313796]
population;cost1400.0,"[0.49532380661597375, 0.49475997237160807]"
population;cost1401.0,"[0.446685577031689, 0.446685577031689]"
population;cost1499.0,[0.45026292658649825]
population;cost1500.0,"[0.46798908268557904, 0.46798908268557904, 0.46798908268557904]"
population;cost1501.0,[0.45463104653749997]
population;cost199.0,"[0.33007279081093643, 0.33007279081093643, 0.33007279081093643, 0.33007279081093643]"
population;cost200.0,[0.32849417712650786]
population;cost299.0,"[0.3691240374956226, 0.3691240374956226, 0.3691240374956226]"
population;cost300.0,[0.38674378114571295]
population;cost301.0,[0.36899862893616053]
population;cost399.0,[0.41070604917396225]
population;cost400.0,"[0.3903233956658253, 0.3903233956658253, 0.3903233956658253, 0.3903233956658253]"
population;cost500.0,"[0.25772162933889586, 0.25772162933889586, 0.25772162933889586]"
population;cost501.0,"[0.28996296446031666, 0.28996296446031666]"
population;cost599.0,[0.3798729361552696]
population;cost600.0,"[0.39485410260685816, 0.41221128670081764, 0.41221128670081764, 0.39485410260685816]"
population;cost700.0,"[0.4050159123293472, 0.4050159123293472, 0.4050159123293472, 0.4050159123293472, 0.4050159123293472]"
population;cost799.0,[0.3967733684223078]
population;cost800.0,"[0.4143955173076067, 0.4143955173076067]"
population;cost801.0,"[0.35424805014206684, 0.35424805014206684]"
population;cost899.0,[0.39763339294329725]
population;cost900.0,"[0.37888897982389824, 0.41627224023091636]"
population;cost901.0,"[0.4184151336787786, 0.4184151336787786]"
treecover;cost100.0,"[0.5094394621641716, 0.5094394621641716, 0.5094394621641716]"
treecover;cost1000.0,"[0.7303310737934324, 0.7303310737934324, 0.7303310737934324]"
treecover;cost1001.0,"[0.7303362843223716, 0.7303362843223716]"
treecover;cost101.0,"[0.5712936079864546, 0.5712936079864546]"
treecover;cost1099.0,[0.7079927134749162]
treecover;cost1100.0,"[0.7199034809761552, 0.7203506864930216, 0.7199034809761552]"
treecover;cost1101.0,[0.7195680268195315]
treecover;cost1199.0,[0.7321067299710937]
treecover;cost1200.0,"[0.7330937204741781, 0.7330937204741781, 0.7330937204741781]"
treecover;cost1201.0,[0.7317931543899994]
treecover;cost1300.0,"[0.7351011041928801, 0.7351011041928801, 0.7351011041928801, 0.7351011041928801, 0.7351011041928801]"
treecover;cost1399.0,[0.7382307222198864]
treecover;cost1400.0,"[0.7367750109358835, 0.7367750109358835, 0.7367727769041132]"
treecover;cost1401.0,[0.7309876719276427]
treecover;cost1500.0,"[0.7371947677854211, 0.7371947677854211, 0.7371947677854211, 0.7371947677854211, 0.7371947677854211]"
treecover;cost199.0,[0.6203949918848324]
treecover;cost200.0,"[0.6029237085505961, 0.6202908986554652, 0.6029237085505961]"
treecover;cost201.0,[0.5937335032385977]
treecover;cost300.0,"[0.6457075415057163, 0.6505921945345341, 0.6457075415057163]"
treecover;cost301.0,"[0.6562224943090186, 0.6562224943090186]"
treecover;cost400.0,"[0.6593909258701873, 0.6593909258701873, 0.6593909258701873, 0.6593909258701873, 0.6593909258701873]"
treecover;cost500.0,"[0.7099506114835145, 0.7099506114835145, 0.7099506114835145, 0.7099506114835145, 0.7099506114835145]"
treecover;cost599.0,[0.6784260267594939]
treecover;cost600.0,"[0.6872770420638226, 0.6872770420638226, 0.6783688885630876, 0.6872770420638226]"
treecover;cost700.0,"[0.6850826212650143, 0.6770799112477008, 0.6770799112477008, 0.6770799112477008]"
treecover;cost701.0,[0.6823581660079571]
treecover;cost800.0,"[0.7102991504159994, 0.7102991504159994, 0.7102991504159994, 0.7102991504159994, 0.7102991504159994]"
treecover;cost899.0,[0.7323999875737315]
treecover;cost900.0,"[0.7325028555992131, 0.7325028555992131]"
treecover;cost901.0,"[0.7284911455551397, 0.7284911455551397]"
