label,Test R2
elevation;cost100.0,"[0.17207970057002342, 0.17207970057002342, 0.17207970057002342]"
elevation;cost1000.0,"[0.12429248743933508, 0.12429248743933508, 0.12429248743933508]"
elevation;cost1001.0,"[0.11004708385898687, 0.11004708385898687]"
elevation;cost101.0,"[0.0622006032637904, 0.0622006032637904]"
elevation;cost1099.0,[0.14858509788316332]
elevation;cost1100.0,"[0.12028279805721043, 0.13497053669417225, 0.12028279805721043]"
elevation;cost1101.0,[0.1496615898951591]
elevation;cost1199.0,[0.02259490973625533]
elevation;cost1200.0,"[0.0821550031471775, 0.0821550031471775, 0.0821550031471775]"
elevation;cost1201.0,[0.06175668262444545]
elevation;cost1300.0,"[0.07447105160231382, 0.07447105160231382, 0.07447105160231382, 0.07447105160231382, 0.07447105160231382]"
elevation;cost1399.0,[0.08731074439013065]
elevation;cost1400.0,"[0.10772872475966222, 0.10772872475966222, 0.04286656872569805]"
elevation;cost1401.0,[0.04439281845330201]
elevation;cost1500.0,"[0.07415369146299033, 0.07415369146299033, 0.07415369146299033, 0.07415369146299033, 0.07415369146299033]"
elevation;cost199.0,[0.14349038188569518]
elevation;cost200.0,"[0.146698707477653, 0.14341709396561975, 0.146698707477653]"
elevation;cost201.0,[0.1515606417472528]
elevation;cost300.0,"[0.10860620521518671, 0.10603996466193277, 0.10860620521518671]"
elevation;cost301.0,"[0.10715158305356665, 0.10715158305356665]"
elevation;cost400.0,"[0.006256431167826704, 0.006256431167826704, 0.006256431167826704, 0.006256431167826704, 0.006256431167826704]"
elevation;cost500.0,"[0.036577804122751356, 0.036577804122751356, 0.036577804122751356, 0.036577804122751356, 0.036577804122751356]"
elevation;cost599.0,[0.12734553068650734]
elevation;cost600.0,"[0.12222305447227289, 0.12222305447227289, 0.12686139913900585, 0.12222305447227289]"
elevation;cost700.0,"[0.13019521181783944, 0.12835142373959074, 0.12835142373959074, 0.12835142373959074]"
elevation;cost701.0,[0.12818586687903555]
elevation;cost800.0,"[0.08589187889651673, 0.08589187889651673, 0.08589187889651673, 0.08589187889651673, 0.08589187889651673]"
elevation;cost899.0,[0.10015690880651495]
elevation;cost900.0,"[0.10259037810744998, 0.10259037810744998]"
elevation;cost901.0,"[0.10258746311409839, 0.10258746311409839]"
population;cost100.0,"[-0.14913482983587634, -0.14913482983587634, -0.14913482983587634, -0.14913482983587634, -0.14913482983587634]"
population;cost1000.0,"[0.3861282748758933, 0.3861282748758933]"
population;cost1001.0,"[0.44726956611724333, 0.44726956611724333, 0.44726956611724333]"
population;cost1099.0,[0.4436983512219045]
