label,Test Avg R2,Test Std R2
population;budget1000.0,,
population;budget10000.0,-0.22559713889544852,0.3092407767398879
population;budget100000.0,0.48037558692645116,0.015585684749165529
population;budget1000000.0,0.6193923413721774,0.008930523508235644
population;budget10000000.0,0.7127496764492866,0.0016275570008295207
population;budget100000000.0,0.7360931298071101,2.3523752741580324e-13
population;budget1000000000.0,0.7360931298071101,2.3523752741580324e-13
treecover;budget1000.0,,
treecover;budget10000.0,0.2815972392526122,0.17834266611935132
treecover;budget100000.0,0.7336427581647468,0.023767478359603744
treecover;budget1000000.0,0.8671406609017651,0.006157088636292233
treecover;budget10000000.0,0.9139526590024879,0.00027179725623982233
treecover;budget100000000.0,0.929324785401662,1.3555104740056445e-12
treecover;budget1000000000.0,0.929324785401662,1.3555104740056445e-12
elevation;budget1000.0,,
elevation;budget10000.0,-1.3066022354015705,2.252718990581884
elevation;budget100000.0,0.42182693932385906,0.0442796313485584
elevation;budget1000000.0,0.6334735012302,0.007445871128241617
elevation;budget10000000.0,0.7541857175889461,0.0008846567225493481
elevation;budget100000000.0,0.8060499876513741,6.630858454738673e-12
elevation;budget1000000000.0,0.8060499876513741,6.630858454738673e-12
